hold_id,u_ss_v,u_prev_v,du_v,branch,n_samples,tail_fraction_used,tail_n_samples,s_ss_mm,p_ss_bar,s_tail_std_mm,p_tail_std_bar,s_tail_slope_mm_s,p_tail_slope_bar_s,steady_enough,dataset_role
504,2.877,3.376,-0.4990000000000001,down,400,0.05,20,8.28,1.3599999999999999,0.0,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
505,1.866,2.877,-1.0109999999999997,down,400,0.05,20,4.918000000000001,0.76,0.005999999999999873,0.0,-0.09999999999999787,0.0,True,single_design_dataset
506,2.732,1.866,0.8660000000000001,up,400,0.05,20,6.899000000000001,1.2800000000000002,0.004358898943540774,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
507,3.377,2.732,0.6449999999999996,up,400,0.05,20,9.020000000000001,1.6599999999999997,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
508,4.639,3.377,1.2620000000000005,up,400,0.05,20,14.51,2.4399999999999995,0.009999999999999787,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
509,3.067,4.639,-1.572,down,400,0.05,20,8.78,1.48,0.0,0.0,0.0,0.0,True,single_design_dataset
510,6.295,3.067,3.2279999999999998,up,400,0.05,20,23.221,3.4200000000000004,0.011789826122551346,4.440892098500626e-16,0.19999999999999574,0.0,True,single_design_dataset
511,3.121,6.295,-3.174,down,400,0.05,20,9.285,1.52,0.008660254037844971,0.0,-0.10000000000000675,0.0,True,single_design_dataset
512,5.545,3.121,2.424,up,400,0.05,20,19.558,2.9799999999999995,0.008717797887081161,4.440892098500626e-16,0.19999999999999574,0.0,True,single_design_dataset
513,3.217,5.545,-2.328,down,400,0.05,20,9.732,1.5799999999999996,0.009797958971132505,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
514,4.421,3.217,1.2040000000000002,up,400,0.05,20,13.998000000000001,2.2999999999999994,0.005999999999999872,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
515,2.152,4.421,-2.269,down,400,0.05,20,5.938000000000001,0.937,0.006000000000000139,0.007141428428542815,-0.10000000000000231,0.09999999999999953,True,single_design_dataset
516,0.956,2.152,-1.1960000000000002,down,400,0.05,20,2.5909999999999997,0.22399999999999998,0.013379088160259666,0.007999999999999995,-0.20000000000000018,-0.09999999999999995,True,single_design_dataset
517,3.664,0.956,2.708,up,400,0.05,20,9.961000000000002,1.8400000000000005,0.004358898943540581,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
518,5.312,3.664,1.6480000000000001,up,400,0.05,20,17.945999999999998,2.8400000000000007,0.009165151389911483,8.881784197001252e-16,0.09999999999999787,0.0,True,single_design_dataset
519,3.85,5.312,-1.4620000000000002,down,400,0.05,20,12.080000000000002,1.9600000000000002,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
520,5.274,3.85,1.424,up,400,0.05,20,18.002,2.7999999999999994,0.005999999999999873,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
521,3.974,5.274,-1.2999999999999998,down,400,0.05,20,12.839000000000002,2.0200000000000005,0.004358898943540581,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
522,5.734,3.974,1.7599999999999998,up,400,0.05,20,20.494,3.0799999999999996,0.009165151389911487,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
523,4.907,5.734,-0.827,down,400,0.05,20,17.459999999999997,2.5799999999999996,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
524,3.044,4.907,-1.863,down,400,0.05,20,9.175,1.47,0.008660254037844203,0.010000000000000009,-0.09999999999999787,0.10000000000000009,True,single_design_dataset
525,4.131,3.044,1.0870000000000002,up,400,0.05,20,12.773,2.1199999999999997,0.009539392014169253,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
526,2.982,4.131,-1.149,down,400,0.05,20,8.800000000000002,1.4230000000000003,1.7763568394002505e-15,0.007141428428542856,0.0,0.10000000000000009,True,single_design_dataset
527,4.708,2.982,1.726,up,400,0.05,20,15.196999999999997,2.4679999999999995,0.007141428428542699,0.009797958971132722,0.09999999999999787,0.0,True,single_design_dataset
528,3.028,4.708,-1.6800000000000002,down,400,0.05,20,8.966000000000003,1.4600000000000002,0.009165151389911485,2.220446049250313e-16,-0.09999999999999787,0.0,True,single_design_dataset
529,4.001,3.028,0.9730000000000003,up,400,0.05,20,12.039999999999997,2.04,1.7763568394002505e-15,0.0,0.0,0.0,True,single_design_dataset
530,1.786,4.001,-2.2150000000000003,down,400,0.05,20,4.816999999999999,0.7120000000000001,0.007141428428543015,0.00979795897113272,-0.10000000000000231,0.0,True,single_design_dataset
531,3.547,1.786,1.7610000000000001,up,400,0.05,20,9.800000000000002,1.78,1.7763568394002505e-15,0.0,0.0,0.0,True,single_design_dataset
532,1.907,3.547,-1.6400000000000001,down,400,0.05,20,5.017999999999999,0.7799999999999999,0.005999999999999873,1.1102230246251565e-16,-0.09999999999999787,0.0,True,single_design_dataset
533,3.602,1.907,1.6949999999999998,up,400,0.05,20,9.875,1.7999999999999996,0.008660254037844971,4.440892098500626e-16,0.10000000000000675,0.0,True,single_design_dataset
534,1.655,3.602,-1.9469999999999998,down,400,0.05,20,4.260000000000001,0.6400000000000001,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,True,single_design_dataset
535,3.291,1.655,1.636,up,400,0.05,20,8.577000000000002,1.6200000000000003,0.007141428428542697,2.220446049250313e-16,0.09999999999999787,0.0,True,single_design_dataset
536,2.628,3.291,-0.6629999999999998,down,400,0.05,20,6.916999999999999,1.2199999999999998,0.007141428428542698,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
537,1.115,2.628,-1.5130000000000001,down,400,0.05,20,2.844,0.32000000000000006,0.014966629547095779,5.551115123125783e-17,-0.20000000000000018,0.0,True,single_design_dataset
538,5.628,1.115,4.513,up,400,0.05,20,19.214000000000006,3.0200000000000005,0.012806248474865424,4.440892098500626e-16,0.19999999999999574,0.0,True,single_design_dataset
539,3.928,5.628,-1.7000000000000002,down,400,0.05,20,12.259999999999998,2.0,1.7763568394002505e-15,0.0,0.0,0.0,True,single_design_dataset
540,2.046,3.928,-1.8820000000000001,down,400,0.05,20,5.379999999999999,0.86,8.881784197001252e-16,0.0,0.0,0.0,True,single_design_dataset
541,1.3,2.046,-0.7459999999999998,down,400,0.05,20,3.2090000000000005,0.40700000000000003,0.00994987437106621,0.009539392014169437,-0.10000000000000009,0.09999999999999981,True,single_design_dataset
542,2.215,1.3,0.9149999999999998,up,400,0.05,20,5.040000000000001,0.9600000000000002,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
543,2.592,2.215,0.3770000000000002,up,400,0.05,20,6.0600000000000005,1.1999999999999997,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
544,3.147,2.592,0.5549999999999997,up,400,0.05,20,7.840000000000001,1.5399999999999998,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
545,2.36,3.147,-0.7869999999999999,down,400,0.05,20,5.899000000000001,1.0599999999999998,0.004358898943540774,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
546,4.838,2.36,2.478,up,400,0.05,20,15.004,2.54,0.00799999999999983,0.0,0.09999999999999787,0.0,True,single_design_dataset
547,5.63,4.838,0.7919999999999998,up,400,0.05,20,19.446999999999996,3.0200000000000005,0.009539392014169255,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
548,6.782,5.63,1.1520000000000001,up,400,0.05,20,25.698,3.72,0.010770329614268779,0.0,0.19999999999999574,0.0,True,single_design_dataset
549,5.902,6.782,-0.8799999999999999,down,400,0.05,20,22.759999999999998,3.182,3.552713678800501e-15,0.006000000000000005,0.0,0.0,True,single_design_dataset
550,4.78,5.902,-1.1219999999999999,down,400,0.05,20,17.262999999999998,2.5200000000000005,0.007141428428542697,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
551,5.579,4.78,0.7989999999999995,up,400,0.05,20,20.399999999999995,3.0,3.552713678800501e-15,0.0,0.0,0.0,True,single_design_dataset
552,4.157,5.579,-1.4219999999999997,down,400,0.05,20,14.214999999999998,2.14,0.008660254037844971,0.0,-0.10000000000000675,0.0,True,single_design_dataset
553,4.987,4.157,0.8300000000000001,up,400,0.05,20,17.326,2.64,0.009165151389911487,0.0,0.0,0.0,True,single_design_dataset
554,6.896,4.987,1.9089999999999998,up,400,0.05,20,26.539000000000005,3.78,0.007681145747868444,0.0,0.19999999999999574,0.0,True,single_design_dataset
555,5.723,6.896,-1.173,down,400,0.05,20,22.33,3.0799999999999996,0.009999999999999787,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
556,6.767,5.723,1.0440000000000005,up,400,0.05,20,26.339999999999996,3.7030000000000007,3.552713678800501e-15,0.007141428428542856,0.0,0.0,True,single_design_dataset
557,4.994,6.767,-1.7730000000000006,down,400,0.05,20,19.0,2.64,0.0,0.0,0.0,0.0,True,single_design_dataset
558,3.266,4.994,-1.7279999999999998,down,400,0.05,20,10.470000000000002,1.6000000000000003,0.009999999999999787,2.220446049250313e-16,-0.09999999999999787,0.0,True,single_design_dataset
559,1.465,3.266,-1.801,down,400,0.05,20,4.047,0.502,0.017058722109232,0.0060000000000000045,-0.3000000000000025,-0.10000000000000009,True,single_design_dataset
560,0.997,1.465,-0.4680000000000001,down,400,0.05,20,2.66,0.24000000000000005,0.014142135623730963,5.551115123125783e-17,-0.20000000000000018,0.0,True,single_design_dataset
561,3.15,0.997,2.153,up,400,0.05,20,8.120000000000001,1.5399999999999998,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
562,2.503,3.15,-0.6469999999999998,down,400,0.05,20,6.540000000000001,1.154,8.881784197001252e-16,0.009165151389911688,0.0,0.0,True,single_design_dataset
563,1.634,2.503,-0.8690000000000002,down,400,0.05,20,4.08,0.6199999999999999,0.0,1.1102230246251565e-16,0.0,0.0,True,single_design_dataset
564,2.37,1.634,0.7360000000000002,up,400,0.05,20,5.5600000000000005,1.0599999999999998,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
565,1.114,2.37,-1.256,down,400,0.05,20,2.7409999999999997,0.30799999999999994,0.014798648586948586,0.00979795897113272,-0.19999999999999796,-0.10000000000000009,True,single_design_dataset
566,2.483,1.114,1.369,up,400,0.05,20,5.645999999999999,1.1200000000000003,0.009165151389911893,2.220446049250313e-16,0.10000000000000231,0.0,True,single_design_dataset
567,2.867,2.483,0.3839999999999999,up,400,0.05,20,6.860000000000001,1.3599999999999999,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
568,6.352,2.867,3.4850000000000003,up,400,0.05,20,23.233999999999998,3.4599999999999995,0.012806248474866146,4.440892098500626e-16,0.2000000000000135,0.0,True,single_design_dataset
569,3.979,6.352,-2.373,down,400,0.05,20,12.732,2.04,0.009797958971132505,0.0,-0.09999999999999787,0.0,True,single_design_dataset
570,4.487,3.979,0.508,up,400,0.05,20,14.420000000000002,2.3400000000000007,1.7763568394002505e-15,8.881784197001252e-16,0.0,0.0,True,single_design_dataset
571,3.402,4.487,-1.085,down,400,0.05,20,10.281,1.6800000000000002,0.004358898943540968,2.220446049250313e-16,-0.10000000000000675,0.0,True,single_design_dataset
572,2.476,3.402,-0.9260000000000002,down,400,0.05,20,6.773000000000001,1.1200000000000003,0.009539392014169677,2.220446049250313e-16,-0.10000000000000231,0.0,True,single_design_dataset
573,1.36,2.476,-1.1159999999999999,down,400,0.05,20,3.4240000000000004,0.44600000000000006,0.008000000000000007,0.009165151389911688,-0.10000000000000009,0.10000000000000009,True,single_design_dataset
574,1.724,1.36,0.3639999999999999,up,400,0.05,20,3.94,0.6799999999999999,0.0,1.1102230246251565e-16,0.0,0.0,True,single_design_dataset
575,2.754,1.724,1.03,up,400,0.05,20,6.56,1.3000000000000003,0.0,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
576,1.602,2.754,-1.152,down,400,0.05,20,3.825999999999999,0.5999999999999999,0.009165151389911688,1.1102230246251565e-16,0.0,0.0,True,single_design_dataset
577,3.06,1.602,1.458,up,400,0.05,20,7.460000000000001,1.48,8.881784197001252e-16,0.0,0.0,0.0,True,single_design_dataset
578,5.106,3.06,2.046,up,400,0.05,20,16.463000000000005,2.718,0.011445523142259354,0.0060000000000000045,0.19999999999999574,0.0,True,single_design_dataset
579,2.877,5.106,-2.229,down,400,0.05,20,7.900000000000001,1.3599999999999999,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
580,2.516,2.877,-0.36099999999999977,down,400,0.05,20,6.6129999999999995,1.16,0.009539392014169678,0.0,-0.10000000000000231,0.0,True,single_design_dataset
581,0.963,2.516,-1.553,down,400,0.05,20,2.4609999999999994,0.23699999999999996,0.013379088160259664,0.007141428428542847,-0.20000000000000018,-0.09999999999999995,True,single_design_dataset
582,1.748,0.963,0.785,up,400,0.05,20,3.7000000000000006,0.6799999999999999,4.440892098500626e-16,1.1102230246251565e-16,0.0,0.0,True,single_design_dataset
583,3.313,1.748,1.5650000000000002,up,400,0.05,20,8.240000000000002,1.64,1.7763568394002505e-15,0.0,0.0,0.0,True,single_design_dataset
584,1.17,3.313,-2.1430000000000002,down,400,0.05,20,2.7990000000000004,0.33999999999999997,0.014798648586948755,5.551115123125783e-17,-0.20000000000000018,0.0,True,single_design_dataset
585,2.724,1.17,1.5540000000000003,up,400,0.05,20,6.242,1.2800000000000002,0.005999999999999873,2.220446049250313e-16,0.09999999999999787,0.0,True,single_design_dataset
586,4.153,2.724,1.4289999999999994,up,400,0.05,20,11.568000000000003,2.14,0.009797958971132503,0.0,0.09999999999999787,0.0,True,single_design_dataset
587,3.076,4.153,-1.0769999999999995,down,400,0.05,20,8.239,1.48,0.004358898943540581,0.0,-0.09999999999999787,0.0,True,single_design_dataset
588,4.754,3.076,1.6779999999999995,up,400,0.05,20,14.602,2.5,0.005999999999999873,0.0,0.09999999999999787,0.0,True,single_design_dataset
589,5.964,4.754,1.2100000000000009,up,400,0.05,20,21.184999999999995,3.22,0.010723805294763378,0.0,0.19999999999999574,0.0,True,single_design_dataset
590,1.528,5.964,-4.436,down,400,0.05,20,3.9819999999999984,0.5600000000000002,0.01886796226411318,1.1102230246251565e-16,-0.29999999999999805,0.0,True,single_design_dataset
591,2.476,1.528,0.948,up,400,0.05,20,5.879999999999999,1.1200000000000003,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
592,4.512,2.476,2.0359999999999996,up,400,0.05,20,13.553,2.36,0.0095393920141701,0.0,0.10000000000000675,0.0,True,single_design_dataset
593,6.755,4.512,2.2430000000000003,up,400,0.05,20,25.363,3.7000000000000006,0.01452583904633364,4.440892098500626e-16,0.19999999999999574,0.0,True,single_design_dataset
594,3.456,6.755,-3.299,down,400,0.05,20,10.511,1.72,0.009949874371065986,0.0,-0.09999999999999787,0.0,True,single_design_dataset
595,2.968,3.456,-0.488,down,400,0.05,20,8.453999999999999,1.4200000000000004,0.009165151389912298,4.440892098500626e-16,-0.10000000000000675,0.0,True,single_design_dataset
596,1.709,2.968,-1.259,down,400,0.05,20,4.36,0.66,0.0,0.0,0.0,0.0,True,single_design_dataset
597,2.441,1.709,0.7319999999999998,up,400,0.05,20,5.840000000000001,1.1000000000000003,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
598,4.126,2.441,1.6850000000000005,up,400,0.05,20,11.798000000000002,2.1199999999999997,0.006000000000000404,4.440892098500626e-16,0.10000000000000675,0.0,True,single_design_dataset
599,3.093,4.126,-1.0330000000000004,down,400,0.05,20,8.520000000000001,1.5,1.7763568394002505e-15,0.0,0.0,0.0,True,single_design_dataset
600,4.574,3.093,1.4809999999999999,up,400,0.05,20,13.974,2.3999999999999995,0.009165151389911487,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
601,6.126,4.574,1.5520000000000005,up,400,0.05,20,22.211000000000006,3.3199999999999994,0.009949874371065988,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
602,4.58,6.126,-1.5460000000000003,down,400,0.05,20,15.699999999999998,2.3999999999999995,1.7763568394002505e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
603,5.437,4.58,0.8570000000000002,up,400,0.05,20,19.171000000000003,2.918,0.009949874371065986,0.006000000000000005,0.09999999999999787,0.0,True,single_design_dataset
604,4.159,5.437,-1.2780000000000005,down,400,0.05,20,13.871000000000004,2.14,0.00994987437106687,0.0,-0.10000000000000675,0.0,True,single_design_dataset
605,5.398,4.159,1.2389999999999999,up,400,0.05,20,18.959999999999997,2.8800000000000003,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
606,2.964,5.398,-2.4339999999999997,down,400,0.05,20,8.798,1.4200000000000004,0.008717797887081711,4.440892098500626e-16,-0.20000000000000462,0.0,True,single_design_dataset
607,5.226,2.964,2.262,up,400,0.05,20,17.865999999999996,2.7800000000000002,0.009165151389911483,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
608,2.209,5.226,-3.017,down,400,0.05,20,6.1290000000000004,0.9600000000000002,0.009949874371065988,2.220446049250313e-16,-0.09999999999999787,0.0,True,single_design_dataset
609,3.602,2.209,1.3929999999999998,up,400,0.05,20,10.180000000000001,1.7999999999999996,1.7763568394002505e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
610,4.367,3.602,0.7650000000000001,up,400,0.05,20,13.419999999999998,2.2599999999999993,1.7763568394002505e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
611,2.853,4.367,-1.5139999999999998,down,400,0.05,20,8.113999999999999,1.3599999999999999,0.009165151389911485,2.220446049250313e-16,-0.09999999999999787,0.0,True,single_design_dataset
612,4.883,2.853,2.03,up,400,0.05,20,15.813999999999998,2.5799999999999996,0.009165151389911485,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
613,6.583,4.883,1.7000000000000002,up,400,0.05,20,24.785000000000004,3.599999999999999,0.01072380529476338,8.881784197001252e-16,0.19999999999999574,0.0,True,single_design_dataset
614,5.625,6.583,-0.9580000000000002,down,400,0.05,20,21.384999999999998,3.0200000000000005,0.008660254037844203,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
615,4.064,5.625,-1.561,down,400,0.05,20,13.696000000000002,2.0799999999999996,0.007999999999999828,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
616,2.308,4.064,-1.7560000000000002,down,400,0.05,20,6.548,1.02,0.009797958971132503,0.0,-0.09999999999999787,0.0,True,single_design_dataset
617,5.341,2.308,3.0330000000000004,up,400,0.05,20,18.452999999999996,2.8569999999999998,0.009539392014169253,0.007141428428542858,0.09999999999999787,0.0,True,single_design_dataset
618,6.762,5.341,1.4209999999999994,up,400,0.05,20,25.895999999999997,3.7000000000000006,0.007999999999999828,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
619,5.715,6.762,-1.0469999999999997,down,400,0.05,20,22.141999999999996,3.0799999999999996,0.005999999999999872,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
620,4.581,5.715,-1.1339999999999995,down,400,0.05,20,16.506,2.3999999999999995,0.009165151389911487,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
621,2.659,4.581,-1.9220000000000006,down,400,0.05,20,7.894,1.2399999999999998,0.00916515138991189,2.220446049250313e-16,-0.10000000000000231,0.0,True,single_design_dataset
622,3.266,2.659,0.6070000000000002,up,400,0.05,20,9.379999999999999,1.6000000000000003,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
623,4.14,3.266,0.8739999999999997,up,400,0.05,20,12.718,2.14,0.006000000000000405,0.0,0.10000000000000675,0.0,True,single_design_dataset
624,5.108,4.14,0.968,up,400,0.05,20,17.399999999999995,2.711,3.552713678800501e-15,0.009949874371066208,0.0,0.10000000000000009,True,single_design_dataset
625,4.227,5.108,-0.8809999999999993,down,400,0.05,20,14.1,2.18,0.0,0.0,0.0,0.0,True,single_design_dataset
626,3.458,4.227,-0.7690000000000001,down,400,0.05,20,10.78,1.72,0.0,0.0,0.0,0.0,True,single_design_dataset
627,3.784,3.458,0.3259999999999996,up,400,0.05,20,11.56,1.9200000000000004,0.0,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
628,5.442,3.784,1.6580000000000004,up,400,0.05,20,19.048,2.916,0.009797958971132503,0.008000000000000007,0.09999999999999787,0.0,True,single_design_dataset
629,4.441,5.442,-1.0010000000000003,down,400,0.05,20,15.199999999999998,2.2999999999999994,1.7763568394002505e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
630,1.612,4.441,-2.8289999999999997,down,400,0.05,20,4.489999999999999,0.5999999999999999,0.02049390153191902,1.1102230246251565e-16,-0.29999999999999805,0.0,True,single_design_dataset
631,3.464,1.612,1.8519999999999999,up,400,0.05,20,9.647,1.72,0.009539392014169253,0.0,0.0,0.0,True,single_design_dataset
632,2.3,3.464,-1.1640000000000001,down,400,0.05,20,6.2509999999999994,1.02,0.009949874371065986,0.0,-0.09999999999999787,0.0,True,single_design_dataset
633,5.993,2.3,3.6930000000000005,up,400,0.05,20,21.631,3.2400000000000007,0.009949874371065988,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
634,1.136,5.993,-4.857,down,400,0.05,20,3.2649999999999997,0.344,0.01658312395177688,0.007999999999999985,-0.29999999999999805,-0.09999999999999981,True,single_design_dataset
635,2.487,1.136,1.3510000000000002,up,400,0.05,20,6.0600000000000005,1.1200000000000003,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
636,1.408,2.487,-1.0790000000000002,down,400,0.05,20,3.5,0.4800000000000001,0.0,1.1102230246251565e-16,0.0,0.0,True,single_design_dataset
637,2.717,1.408,1.3090000000000002,up,400,0.05,20,6.540000000000001,1.2800000000000002,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
638,6.165,2.717,3.448,up,400,0.05,20,22.338,3.3600000000000003,0.0139999999999997,4.440892098500626e-16,0.19999999999999574,0.0,True,single_design_dataset
639,1.843,6.165,-4.322,down,400,0.05,20,4.855,0.74,0.015329709716755955,0.0,-0.20000000000000018,0.0,True,single_design_dataset
640,4.187,1.843,2.3440000000000003,up,400,0.05,20,12.419999999999998,2.1599999999999993,1.7763568394002505e-15,8.881784197001252e-16,0.0,0.0,True,single_design_dataset
641,5.2,4.187,1.013,up,400,0.05,20,17.516,2.7599999999999993,0.007999999999999828,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
642,6.588,5.2,1.388,up,400,0.05,20,24.888999999999996,3.599999999999999,0.009949874371065986,8.881784197001252e-16,0.09999999999999787,0.0,True,single_design_dataset
643,4.608,6.588,-1.9800000000000004,down,400,0.05,20,16.32,2.4200000000000004,0.0,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
644,5.064,4.608,0.4560000000000004,up,400,0.05,20,17.828999999999997,2.68,0.009949874371065986,0.0,0.09999999999999787,0.0,True,single_design_dataset
645,3.955,5.064,-1.109,down,400,0.05,20,13.169,2.0200000000000005,0.009949874371065988,4.440892098500626e-16,-0.09999999999999787,0.0,True,single_design_dataset
646,3.407,3.955,-0.548,down,400,0.05,20,10.639999999999997,1.6800000000000002,3.552713678800501e-15,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
647,2.791,3.407,-0.6160000000000001,down,400,0.05,20,8.137,1.32,0.007141428428543333,0.0,-0.10000000000000675,0.0,True,single_design_dataset
648,1.29,2.791,-1.501,down,400,0.05,20,3.442,0.4050000000000001,0.01536229149573723,0.00866025403784437,-0.20000000000000018,-0.09999999999999981,True,single_design_dataset
649,4.994,1.29,3.7039999999999997,up,400,0.05,20,16.353,2.64,0.009539392014169253,0.0,0.09999999999999787,0.0,True,single_design_dataset
650,3.752,4.994,-1.242,down,400,0.05,20,11.639999999999997,1.8999999999999997,3.552713678800501e-15,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
651,4.445,3.752,0.6930000000000005,up,400,0.05,20,14.066999999999998,2.2999999999999994,0.009539392014169253,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
652,2.478,4.445,-1.967,down,400,0.05,20,6.962999999999999,1.1200000000000003,0.0071414284285430145,2.220446049250313e-16,-0.10000000000000231,0.0,True,single_design_dataset
653,3.255,2.478,0.7769999999999997,up,400,0.05,20,8.950000000000001,1.6000000000000003,0.010000000000000675,2.220446049250313e-16,0.10000000000000675,0.0,True,single_design_dataset
654,5.278,3.255,2.0229999999999997,up,400,0.05,20,17.868,2.7999999999999994,0.009797958971132503,4.440892098500626e-16,0.09999999999999787,0.0,True,single_design_dataset
655,4.206,5.278,-1.0719999999999992,down,400,0.05,20,13.761999999999997,2.174,0.005999999999999873,0.00916515138991169,-0.09999999999999787,0.0,True,single_design_dataset
656,6.294,4.206,2.087999999999999,up,400,0.05,20,23.413000000000004,3.4200000000000004,0.009539392014170948,4.440892098500626e-16,0.10000000000001563,0.0,True,single_design_dataset
657,5.974,6.294,-0.3199999999999994,down,400,0.05,20,22.740000000000002,3.2400000000000007,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
658,5.133,5.974,-0.8410000000000002,down,400,0.05,20,19.100000000000005,2.7199999999999998,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,True,single_design_dataset
659,1.401,5.133,-3.732,down,400,0.05,20,4.026999999999999,0.4830000000000001,0.022158519806160258,0.007141428428542858,-0.29999999999999805,-0.10000000000000009,True,single_design_dataset
660,2.001,1.401,0.5999999999999999,up,400,0.05,20,4.959999999999999,0.8400000000000001,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,True,single_design_dataset
661,3.437,2.001,1.436,up,400,0.05,20,9.34,1.7,0.0,0.0,0.0,0.0,True,single_design_dataset
662,2.103,3.437,-1.3339999999999996,down,400,0.05,20,5.540000000000001,0.8999999999999998,8.881784197001252e-16,2.220446049250313e-16,0.0,0.0,True,single_design_dataset
663,1.457,2.103,-0.6460000000000001,down,400,0.05,20,3.680000000000001,0.5199999999999999,8.881784197001252e-16,1.1102230246251565e-16,0.0,0.0,True,single_design_dataset
664,2.386,1.457,0.929,up,400,0.05,20,5.64,1.0699999999999996,0.0,0.010000000000000009,0.0,0.0,True,single_design_dataset
665,4.512,2.386,2.1259999999999994,up,400,0.05,20,13.651000000000002,2.3400000000000007,0.009949874371065986,8.881784197001252e-16,0.09999999999999787,0.0,True,single_design_dataset
666,3.411,4.512,-1.1009999999999995,down,400,0.05,20,9.900000000000002,1.689,1.7763568394002505e-15,0.00994987437106621,0.0,0.10000000000000009,True,single_design_dataset
667,1.782,3.411,-1.629,down,400,0.05,20,4.607999999999999,0.7039999999999998,0.009797958971132939,0.008000000000000007,0.0,-0.10000000000000009,True,single_design_dataset
668,1.426,1.782,-0.3560000000000001,down,400,0.05,20,3.528,0.4800000000000001,0.00979795897113272,1.1102230246251565e-16,-0.10000000000000009,0.0,True,single_design_dataset
669,2.529,1.426,1.103,up,400,0.05,20,5.9399999999999995,1.16,8.881784197001252e-16,0.0,0.0,0.0,True,single_design_dataset
670,1.344,2.529,-1.1849999999999998,down,400,0.05,20,3.248,0.44000000000000006,0.009797958971132503,5.551115123125783e-17,-0.09999999999999787,0.0,True,single_design_dataset
671,5.989,1.344,4.645,up,400,0.05,20,21.138000000000005,3.2400000000000007,0.01536229149573689,4.440892098500626e-16,0.19999999999999574,0.0,True,single_design_dataset
