source_file,controller,filename_branch,inferred_branch,filename_branch_mismatch,segment_id,xref_mm,n_samples,duration_s,tail_n_samples,median_dt_ms,u_ss_v,s_ss_mm,p_ss_bar,tracking_error_mm,abs_tracking_error_mm,u_tail_sd_v,s_tail_sd_mm,p_tail_sd_bar,u_tail_slope_v_s,s_tail_slope_mm_s,p_tail_slope_bar_s,matched_s_ref_mm,match_distance_mm,original_u_ff_v,original_p_ff_bar,exclusion_reason,keep_for_corrected_lookup,raw_u_correction_v,raw_p_correction_bar
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,23,26.934,400,4,100,10,6.254,28.04,3.42,1.105999999999998,1.105999999999998,4.7258156262541866e-4,0,0,-0.0013255325532556433,0,0,26.933969849246232,3.0150753769220273e-5,6.819277930631452,3.7799784409576223,NA,TRUE,-0.5652779306314528,-0.3599784409576223
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,24,26.8,400,4,100,10,6.177,28,3.42,1.1999999999999993,1.1999999999999993,0.0046552240666922606,0.009704731741877987,0,-7.488748874889487e-4,-0.0011401140114031731,0,26.80030150753769,3.0150753768865e-4,6.793947630768029,3.768070944290614,NA,TRUE,-0.6169476307680295,-0.348070944290614
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,25,26.667,400,4,100,10,6.204,27.72,3.4,1.0529999999999973,1.0529999999999973,0.003722318708232372,0.007722458393307218,0,0.0016891689168921503,-0.005928592859288443,0,26.666633165829147,3.668341708547018e-4,6.7556174676427165,3.7493436342711286,NA,TRUE,-0.5516174676427168,-0.3493436342711287
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,26,26.533,400,4,100,10,6.1,27.68,3.38,1.1469999999999985,1.1469999999999985,5.096047190686864e-4,0,0,-0.0014299429943001561,0,0,26.532964824120604,3.517587939683153e-5,6.7042874412555165,3.723796510899167,NA,TRUE,-0.6042874412555168,-0.3437965108991672
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,27,26.399,400,4,100,10,6.132,27.34,3.34,0.940999999999999,0.940999999999999,4.824181513241544e-4,0,0,-0.0013789378937887596,0,0,26.399296482412066,2.9648241206459147e-4,6.639957551606429,3.691429574174729,NA,TRUE,-0.5079575516064292,-0.3514295741747291
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,28,26.266,400,4,100,10,6.01,27.32,3.32,1.054000000000002,1.054000000000002,5.021167315684e-4,0,0,-0.0014941494149397323,0,0,26.26562814070352,3.7185929647876037e-4,6.579484279512236,3.6597739719003184,NA,TRUE,-0.5694842795122366,-0.33977397190031855
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,29,26.132,400,4,100,10,6.041,27.06,3.3,0.9279999999999973,0.9279999999999973,4.187523556394108e-4,0,0,-9.492949294935305e-4,0,0,26.131959798994977,4.020100502444279e-5,6.554332854423725,3.641451885276724,NA,TRUE,-0.5133328544237248,-0.3414518852767241
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,30,25.998,400,4,100,10,5.97,27.06,3.3,1.0619999999999976,1.0619999999999976,5.302943722236108e-4,0,0,-0.0014329432943295103,0,0,25.998291457286435,2.914572864334275e-4,6.554332854423725,3.635117194936676,NA,TRUE,-0.5843328544237254,-0.335117194936676
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,31,25.865,400,4,100,10,5.988,26.88,3.28,1.0150000000000006,1.0150000000000006,4.7937248544083655e-4,0,0,-0.0013579357935777673,0,0,25.864623115577892,3.7688442210637163e-4,6.554332854423725,3.630207919872218,NA,TRUE,-0.5663328544237247,-0.3502079198722181
LQI_no_vel_lookup_down_post_correction_experiment.csv,LQI_no_vel,down,down,FALSE,32,25.731,400,4,100,10,5.917,26.88,3.28,1.1489999999999974,1.1489999999999974,5.856878887515223e-4,0,0,-0.0016849684968494772,0,0,25.73095477386935,4.522613065205405e-5,6.554332854423725,3.625411835365302,NA,TRUE,-0.6373328544237253,-0.3454118353653022
