branch,time_since_step_s,elapsed_after_creep_start_s,creep_fraction,selected_model,pressure_plateau_start_s,calibrated_horizon_s,runtime_horizon_s,interval
up,1.74,1.43,0.045818486392745654,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.75,1.44,0.04536152393894123,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.76,1.45,0.0449091189181868,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.77,1.46,0.04446122587774148,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.78,1.47,0.044017799818179146,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.79,1.48,0.043578796188867376,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.8,1.49,0.043144170883491505,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.81,1.5,0.04271388023562323,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.82,1.51,0.04228788101433362,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.83,1.52,0.041866130419849566,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.84,1.53,0.04144858607925391,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.85,1.54,0.041035206042228094,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.86,1.55,0.0406259487768376,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.87,1.56,0.04022077316535917,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.8800000000000001,1.57,0.03981963850014982,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.8900000000000001,1.58,0.039422504479556884,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.9000000000000001,1.59,0.039029331203869054,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.9100000000000001,1.6,0.038640079171307594,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.92,1.6099999999999999,0.03825470927405771,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.93,1.6199999999999999,0.03787318279433934,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.94,1.63,0.03749546140051728,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.95,1.64,0.037121507143250014,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.96,1.65,0.03675128245167696,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.97,1.66,0.03638475012964381,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.98,1.67,0.03602187335196537,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,1.99,1.68,0.03566261566072587,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2,1.69,0.035306940961616,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.0100000000000002,1.7000000000000002,0.03495481352030658,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.02,1.71,0.034606197958858345,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.0300000000000002,1.7200000000000002,0.034261059252167554,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.04,1.73,0.03391936272444708,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.05,1.7399999999999998,0.03358107404574251,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.06,1.75,0.033246159228483056,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.07,1.7599999999999998,0.03291458462406694,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.08,1.77,0.03258631691948059,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.09,1.7799999999999998,0.032261323133951886,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.1,1.79,0.031939570615636424,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.11,1.7999999999999998,0.03162102703833721,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.12,1.81,0.0313056603982567,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.13,1.8199999999999998,0.030993439010781533,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.14,1.83,0.030684331507299108,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.15,1.8399999999999999,0.030378306832046117,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.16,1.85,0.030075334238988272,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.17,1.8599999999999999,0.02977538328873139,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.18,1.87,0.029478423845463085,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.19,1.88,0.029184426073925126,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.2,1.8900000000000001,0.028893360436415844,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.21,1.9,0.02860519768982257,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.22,1.9100000000000001,0.028319908882683546,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.23,1.92,0.02803746535227924,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.24,1.9300000000000002,0.0277578387217526,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.25,1.94,0.02748100089725808,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.2600000000000002,1.9500000000000002,0.027206924065139044,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.27,1.96,0.0269355806891334,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.2800000000000002,1.9700000000000002,0.026666943507606983,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.29,1.98,0.02640098553081469,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.3000000000000003,1.9900000000000002,0.02613768003818876,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.31,2,0.025877000575654258,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.32,2.01,0.025618920952971174,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.33,2.02,0.025363415241103204,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.34,2.03,0.02511045776961262,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.35,2.04,0.02486002312408116,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.36,2.05,0.024612086143556786,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.37,2.06,0.02436662191802562,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.38,2.07,0.02412360578590939,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.39,2.08,0.023883013331587592,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.4,2.09,0.023644820382944628,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.41,2.1,0.02340900300894106,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.42,2.11,0.02317553751720945,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.43,2.12,0.02294440045167387,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.44,2.13,0.022715568590193434,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.45,2.14,0.022489018942229048,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.46,2.15,0.022264728746533673,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.47,2.16,0.02204267546886544,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.48,2.17,0.021822836799723768,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.49,2.18,0.021605190652107805,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.5,2.19,0.0213897151592975,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.5100000000000002,2.2,0.021176388672656546,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.52,2.21,0.020965189759457502,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.5300000000000002,2.22,0.020756097200728324,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.54,2.23,0.020549089989120622,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.5500000000000003,2.24,0.020344147326798984,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.56,2.25,0.02014124862335154,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.57,2.26,0.01994037349372114,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.58,2.27,0.019741501756157357,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.59,2.28,0.019544613430188866,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.6,2.29,0.01934968873461594,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.61,2.3,0.019156708085523142,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.62,2.31,0.01896565209431165,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
up,2.63,2.32,0.018776501565751426,single_exponential,0.31,3.99,3.99,calibrated_open_loop_hold
