u[V],p[V],s[mm],p[bar]
4.5,3.789,17.871,2.4101000000000004
4.4,3.682,17.285,2.3138
4.3,3.623,16.357,2.2607000000000004
4.2,3.594,16.016,2.2346
4.1,3.467,14.844,2.1203000000000003
4,3.452,14.697,2.1068000000000002
3.9,3.345,13.77,2.0105000000000004
3.8,3.325,13.574,1.9925000000000002
3.7,3.193,12.402,1.8737
3.6,3.188,12.354,1.8692000000000002
3.5,3.057,11.328,1.7513
3.4,3.052,11.23,1.7468
3.3,2.959,10.791,1.6631
3.2,2.881,10.01,1.5928999999999998
3.1,2.856,9.814,1.5703999999999998
3,2.773,9.375,1.4957000000000003
2.9,2.651,8.496,1.3859
2.8,2.646,8.35,1.3814000000000002
2.7,2.563,8.008,1.3067000000000002
2.6,2.456,7.178,1.2104
2.5,2.456,7.178,1.2104
2.4,2.368,6.885,1.1311999999999998
2.3,2.246,6.104,1.0213999999999999
2.2,2.256,6.055,1.0303999999999998
2.1,2.173,5.811,0.9557
2,2.051,5.078,0.8459000000000001
1.9,2.051,5.029,0.8459000000000001
1.8,1.992,4.834,0.7928
1.7,1.846,4.102,0.6614000000000002
1.6,1.841,4.15,0.6569
1.5,1.792,3.955,0.6128
1.4,1.65,3.271,0.4849999999999999
1.3,1.641,3.223,0.4769000000000001
1.2,1.597,3.125,0.4373
1.1,1.445,2.49,0.3005
1,1.45,2.49,0.30499999999999994
0.9,1.401,2.393,0.26090000000000013
0.8,1.235,1.807,0.11150000000000015
0.7,1.24,1.758,0.1160000000000001
0.6,1.206,1.709,0.08539999999999992
0.5,1.069,1.318,0
0.4,0.981,0.928,0
0.3,0.957,0.928,0
0.2,0.938,0.879,0
0.1,0.786,0.439,0
