u[V],p[V],s[mm],p[bar]
2.09,2.109,2.93,0.8981000000000001
2.1,2.129,3.027,0.9161000000000001
2.11,2.129,3.027,0.9161000000000001
2.12,2.129,3.076,0.9161000000000001
2.13,2.153,3.125,0.9377
2.14,2.148,3.174,0.9332000000000003
2.15,2.148,3.076,0.9332000000000003
2.16,2.158,3.174,0.9421999999999999
2.17,2.163,3.174,0.9466999999999999
2.18,2.168,3.174,0.9512000000000003
2.19,2.183,3.223,0.9646999999999999
2.2,2.192,3.223,0.9728000000000001
2.21,2.192,3.32,0.9728000000000001
2.22,2.212,3.32,0.9908000000000001
2.23,2.212,3.271,0.9908000000000001
2.24,2.212,3.32,0.9908000000000001
2.25,2.227,3.369,1.0042999999999997
2.26,2.222,3.369,0.9998
2.27,2.231,3.418,1.0078999999999998
2.28,2.246,3.418,1.0213999999999999
2.29,2.246,3.467,1.0213999999999999
2.3,2.251,3.467,1.0259
2.31,2.271,3.516,1.0438999999999998
2.32,2.266,3.516,1.0394
2.33,2.271,3.516,1.0438999999999998
2.34,2.285,3.564,1.0565000000000002
2.35,2.285,3.564,1.0565000000000002
2.36,2.295,3.662,1.0655000000000001
2.37,2.295,3.662,1.0655000000000001
2.38,2.31,3.662,1.0790000000000002
2.39,2.314,3.662,1.0826000000000002
2.4,2.329,3.711,1.0961000000000003
2.41,2.329,3.76,1.0961000000000003
2.42,2.339,3.76,1.1051000000000002
2.43,2.334,3.76,1.1006
2.44,2.358,3.857,1.1222000000000003
2.45,2.358,3.857,1.1222000000000003
2.46,2.358,3.906,1.1222000000000003
2.47,2.368,3.955,1.1311999999999998
2.48,2.368,3.906,1.1311999999999998
2.49,2.383,3.955,1.1447000000000003
2.5,2.388,3.955,1.1492
2.51,2.397,4.053,1.1572999999999998
2.52,2.412,4.053,1.1707999999999998
2.53,2.407,4.053,1.1663000000000001
2.54,2.417,4.053,1.1753
2.55,2.427,4.102,1.1843
2.56,2.422,4.102,1.1798000000000002
2.57,2.446,4.199,1.2014
2.58,2.441,4.199,1.1968999999999999
2.59,2.441,4.199,1.1968999999999999
2.6,2.461,4.248,1.2149
2.61,2.461,4.248,1.2149
2.62,2.471,4.346,1.2239
2.63,2.476,4.346,1.2284000000000002
2.64,2.49,4.395,1.241
2.65,2.49,4.395,1.241
2.66,2.5,4.443,1.25
2.67,2.505,4.443,1.2545000000000002
2.68,2.515,4.443,1.2635
2.69,2.515,4.492,1.2635
2.7,2.524,4.541,1.2716000000000003
2.71,2.529,4.59,1.2761
2.72,2.539,4.59,1.2851000000000004
2.73,2.549,4.59,1.2940999999999998
2.74,2.549,4.59,1.2940999999999998
2.75,2.554,4.688,1.2986
2.76,2.559,4.688,1.3031000000000001
2.77,2.573,4.736,1.3157
2.78,2.573,4.736,1.3157
2.79,2.578,4.736,1.3201999999999998
2.8,2.588,4.834,1.3292000000000002
2.81,2.593,4.834,1.3336999999999999
2.82,2.612,4.883,1.3508
2.83,2.603,4.883,1.3427000000000002
2.84,2.617,4.932,1.3553000000000002
2.85,2.632,4.98,1.3688000000000002
2.86,2.627,4.98,1.3643
2.87,2.632,5.029,1.3688000000000002
2.88,2.637,5.029,1.3733
2.89,2.646,5.078,1.3814000000000002
2.9,2.656,5.078,1.3904
2.91,2.661,5.176,1.3949000000000003
2.92,2.666,5.127,1.3994
2.93,2.681,5.176,1.4129
2.94,2.681,5.225,1.4129
2.95,2.7,5.322,1.4300000000000002
2.96,2.695,5.322,1.4255
2.97,2.695,5.322,1.4255
2.98,2.725,5.42,1.4525000000000001
2.99,2.725,5.42,1.4525000000000001
3,2.72,5.42,1.4480000000000004
3.01,2.729,5.469,1.4561000000000002
3.02,2.739,5.42,1.4651
3.03,2.749,5.518,1.4741
3.04,2.749,5.566,1.4741
3.05,2.759,5.566,1.4830999999999999
3.06,2.769,5.615,1.4921000000000002
3.07,2.769,5.615,1.4921000000000002
3.08,2.773,5.664,1.4957000000000003
3.09,2.783,5.664,1.5047000000000001
3.1,2.803,5.762,1.5227
3.11,2.803,5.762,1.5227
3.12,2.803,5.811,1.5227
3.13,2.813,5.859,1.5317000000000003
3.14,2.822,5.908,1.5398
3.15,2.827,5.859,1.5443000000000002
3.16,2.827,5.908,1.5443000000000002
3.17,2.842,6.006,1.5578000000000003
3.18,2.847,6.006,1.5623
3.19,2.847,6.006,1.5623
3.2,2.856,6.055,1.5703999999999998
3.21,2.856,6.055,1.5703999999999998
3.22,2.881,6.152,1.5928999999999998
3.23,2.881,6.152,1.5928999999999998
3.24,2.886,6.201,1.5974000000000004
3.25,2.891,6.25,1.6019
3.26,2.905,6.299,1.6145
3.27,2.91,6.299,1.6190000000000002
3.28,2.905,6.348,1.6145
3.29,2.92,6.396,1.6280000000000001
3.3,2.925,6.445,1.6324999999999998
3.31,2.944,6.445,1.6496
3.32,2.939,6.494,1.6451000000000002
3.33,2.939,6.494,1.6451000000000002
3.34,2.949,6.543,1.6541000000000001
3.35,2.959,6.592,1.6631
3.36,2.964,6.592,1.6676000000000002
3.37,2.969,6.689,1.6721
3.38,2.988,6.689,1.6892
3.39,2.979,6.787,1.6811000000000003
3.4,2.993,6.787,1.6936999999999998
3.41,2.998,6.787,1.6982000000000004
3.42,3.003,6.787,1.7027
3.43,3.008,6.885,1.7072000000000003
3.44,3.032,6.982,1.7288000000000001
3.45,3.032,7.031,1.7288000000000001
3.46,3.027,6.982,1.7243000000000004
3.47,3.042,7.031,1.7378
3.48,3.042,7.08,1.7378
3.49,3.057,7.129,1.7513
3.5,3.057,7.129,1.7513
3.51,3.066,7.178,1.7593999999999999
3.52,3.076,7.227,1.7684000000000002
3.53,3.076,7.275,1.7684000000000002
3.54,3.091,7.324,1.7819000000000003
3.55,3.086,7.324,1.7774
3.56,3.105,7.422,1.7945000000000002
3.57,3.101,7.422,1.7909000000000002
3.58,3.115,7.471,1.8035
3.59,3.115,7.471,1.8035
3.6,3.135,7.471,1.8215
3.61,3.13,7.52,1.8170000000000002
3.62,3.14,7.568,1.826
3.63,3.145,7.617,1.8305000000000002
3.64,3.154,7.715,1.8386
3.65,3.164,7.715,1.8476000000000004
3.66,3.159,7.715,1.8430999999999997
3.67,3.179,7.764,1.8611
3.68,3.179,7.813,1.8611
3.69,3.193,7.861,1.8737
3.7,3.193,7.91,1.8737
3.71,3.203,7.959,1.8826999999999998
3.72,3.203,7.959,1.8826999999999998
3.73,3.232,8.057,1.9088000000000003
3.74,3.232,8.105,1.9088000000000003
3.75,3.228,8.105,1.9052000000000002
3.76,3.228,8.154,1.9052000000000002
3.77,3.252,8.154,1.9268
3.78,3.252,8.203,1.9268
3.79,3.257,8.252,1.9313000000000002
3.8,3.262,8.301,1.9358
3.81,3.262,8.301,1.9358
3.82,3.276,8.398,1.9484
3.83,3.281,8.447,1.9529
3.84,3.286,8.447,1.9574000000000003
3.85,3.291,8.447,1.9619
3.86,3.311,8.545,1.9799000000000002
3.87,3.315,8.545,1.9834999999999998
3.88,3.315,8.594,1.9834999999999998
3.89,3.33,8.691,1.9970000000000003
3.9,3.325,8.74,1.9925000000000002
3.91,3.34,8.789,2.006
3.92,3.345,8.838,2.0105000000000004
3.93,3.354,8.838,2.0186
3.94,3.364,8.887,2.0276
3.95,3.364,8.984,2.0276
3.96,3.364,8.936,2.0276
3.97,3.369,8.984,2.0321000000000002
3.98,3.379,9.082,2.0411
3.99,3.384,9.131,2.0456
4,3.403,9.18,2.0627
4.01,3.398,9.229,2.0582000000000003
4.02,3.413,9.277,2.0717
4.03,3.413,9.326,2.0717
4.04,3.428,9.375,2.0852
4.05,3.433,9.424,2.0897
4.06,3.442,9.424,2.0978000000000003
4.07,3.447,9.473,2.1023
4.08,3.462,9.521,2.1158
4.09,3.457,9.521,2.1113
4.1,3.467,9.57,2.1203000000000003
4.11,3.467,9.668,2.1203000000000003
4.12,3.477,9.717,2.1292999999999997
4.13,3.486,9.717,2.1374000000000004
4.14,3.486,9.766,2.1374000000000004
4.15,3.491,9.766,2.1419
4.16,3.501,9.814,2.1509
4.17,3.511,9.912,2.1599000000000004
4.18,3.511,9.912,2.1599000000000004
4.19,3.53,10.01,2.177
4.2,3.53,10.01,2.177
4.21,3.53,10.059,2.177
4.22,3.545,10.156,2.1905
4.23,3.55,10.205,2.195
4.24,3.555,10.205,2.1995
4.25,3.564,10.254,2.2076000000000002
4.26,3.569,10.303,2.2121
4.27,3.569,10.4,2.2121
4.28,3.589,10.498,2.2301
4.29,3.589,10.498,2.2301
4.3,3.594,10.498,2.2346
4.31,3.613,10.645,2.2517
4.32,3.613,10.645,2.2517
4.33,3.613,10.645,2.2517
4.34,3.623,10.693,2.2607000000000004
4.35,3.623,10.791,2.2607000000000004
4.36,3.643,10.84,2.2786999999999997
4.37,3.638,10.84,2.2742
4.38,3.652,10.938,2.2868000000000004
4.39,3.657,10.938,2.2913
4.4,3.667,11.035,2.3003
4.41,3.662,11.035,2.2958
4.42,3.682,11.084,2.3138
4.43,3.682,11.133,2.3138
4.44,3.682,11.23,2.3138
4.45,3.687,11.23,2.3183
4.46,3.701,11.279,2.3309
4.47,3.706,11.328,2.3354
4.48,3.726,11.475,2.3534
4.49,3.721,11.523,2.3489
4.5,3.721,11.475,2.3489
4.51,3.745,11.572,2.3705000000000003
4.52,3.745,11.67,2.3705000000000003
4.53,3.74,11.621,2.366
4.54,3.755,11.768,2.3795
4.55,3.76,11.768,2.384
4.56,3.779,11.865,2.4011
4.57,3.784,11.914,2.4055999999999997
4.58,3.779,11.914,2.4011
4.59,3.789,12.012,2.4101000000000004
4.6,3.799,12.012,2.4191
4.61,3.799,12.061,2.4191
4.62,3.809,12.158,2.4281
4.63,3.818,12.207,2.4362
4.64,3.823,12.256,2.4407
4.65,3.823,12.256,2.4407
4.66,3.838,12.354,2.4542
4.67,3.838,12.354,2.4542
4.68,3.853,12.451,2.4677000000000002
4.69,3.848,12.5,2.4632
4.7,3.867,12.549,2.4803
4.71,3.867,12.598,2.4803
4.72,3.877,12.646,2.4893
4.73,3.877,12.646,2.4893
4.74,3.896,12.793,2.5064
4.75,3.896,12.842,2.5064
4.76,3.901,12.842,2.5109
4.77,3.906,12.939,2.5154
4.78,3.906,12.988,2.5154
4.79,3.926,13.086,2.5334000000000003
4.8,3.921,13.086,2.5288999999999997
4.81,3.931,13.086,2.5379
4.82,3.945,13.184,2.5505
4.83,3.945,13.232,2.5505
4.84,3.955,13.33,2.5595000000000003
4.85,3.96,13.33,2.564
4.86,3.97,13.428,2.5730000000000004
4.87,3.975,13.477,2.5775
4.88,3.979,13.477,2.5811
4.89,3.984,13.574,2.5856
4.9,4.004,13.721,2.6035999999999997
4.91,4.004,13.721,2.6035999999999997
4.92,4.004,13.721,2.6035999999999997
4.93,4.023,13.818,2.6207
4.94,4.028,13.916,2.6251999999999995
4.95,4.028,13.965,2.6251999999999995
4.96,4.033,13.965,2.6297000000000006
4.97,4.043,14.014,2.6387
4.98,4.038,14.014,2.6342000000000003
4.99,4.058,14.16,2.6522
5,4.053,14.209,2.6477
5.01,4.067,14.209,2.6603000000000003
5.02,4.072,14.307,2.6648
5.03,4.082,14.355,2.6738
5.04,4.092,14.453,2.6828
5.05,4.087,14.453,2.6782999999999997
5.06,4.106,14.6,2.6954
5.07,4.111,14.6,2.6999
5.08,4.116,14.697,2.7043999999999997
5.09,4.121,14.746,2.7089000000000003
5.1,4.131,14.795,2.7179
5.11,4.126,14.795,2.7134000000000005
5.12,4.146,14.893,2.7314
5.13,4.136,14.893,2.7224000000000004
5.14,4.155,14.99,2.7395000000000005
5.15,4.16,15.088,2.744
5.16,4.175,15.186,2.7575
5.17,4.17,15.186,2.753
5.18,4.189,15.283,2.7701000000000002
5.19,4.194,15.332,2.7746
5.2,4.194,15.381,2.7746
5.21,4.204,15.43,2.7836
5.22,4.204,15.479,2.7836
5.23,4.219,15.576,2.7971000000000004
5.24,4.224,15.625,2.8016
5.25,4.233,15.723,2.8097
5.26,4.238,15.771,2.8142000000000005
5.27,4.238,15.771,2.8142000000000005
5.28,4.248,15.82,2.8232000000000004
5.29,4.258,15.918,2.8322000000000003
5.3,4.268,16.016,2.8411999999999997
5.31,4.268,16.064,2.8411999999999997
5.32,4.272,16.064,2.8448
5.33,4.282,16.211,2.8538
5.34,4.297,16.26,2.8672999999999997
5.35,4.297,16.26,2.8672999999999997
5.36,4.297,16.357,2.8672999999999997
5.37,4.312,16.357,2.8808000000000002
5.38,4.316,16.455,2.8844
5.39,4.321,16.455,2.8889
5.4,4.341,16.602,2.9069000000000003
5.41,4.341,16.699,2.9069000000000003
5.42,4.341,16.699,2.9069000000000003
5.43,4.351,16.748,2.9159
5.44,4.355,16.797,2.9195000000000007
5.45,4.37,16.895,2.9330000000000003
5.46,4.365,16.943,2.9285
5.47,4.375,17.041,2.9375
5.48,4.375,17.041,2.9375
5.49,4.395,17.139,2.9555
5.5,4.395,17.188,2.9555
5.51,4.399,17.285,2.9591000000000003
5.52,4.409,17.285,2.9680999999999997
5.53,4.429,17.48,2.9861000000000004
5.54,4.429,17.48,2.9861000000000004
5.55,4.424,17.529,2.9816000000000003
5.56,4.443,17.627,2.9987
5.57,4.443,17.676,2.9987
5.58,4.458,17.725,3.0122
5.59,4.453,17.773,3.0077000000000007
5.6,4.478,17.871,3.0302
5.61,4.478,17.871,3.0302
5.62,4.478,17.969,3.0302
5.63,4.482,17.969,3.0338000000000003
5.64,4.492,18.066,3.0427999999999997
5.65,4.492,18.066,3.0427999999999997
5.66,4.512,18.213,3.0607999999999995
5.67,4.517,18.311,3.0653000000000006
5.68,4.517,18.311,3.0653000000000006
5.69,4.526,18.408,3.0734000000000004
5.7,4.531,18.457,3.0778999999999996
5.71,4.531,18.506,3.0778999999999996
5.72,4.546,18.555,3.0914
5.73,4.561,18.652,3.1048999999999998
5.74,4.561,18.701,3.1048999999999998
5.75,4.565,18.799,3.1085000000000003
5.76,4.575,18.799,3.1175000000000006
5.77,4.58,18.945,3.122
5.78,4.585,18.994,3.1265
5.79,4.6,18.994,3.1399999999999997
5.8,4.595,19.043,3.1354999999999995
5.81,4.604,19.092,3.1436
5.82,4.604,19.189,3.1436
5.83,4.629,19.287,3.1661
5.84,4.629,19.385,3.1661
5.85,4.629,19.385,3.1661
5.86,4.639,19.434,3.1751000000000005
5.87,4.639,19.482,3.1751000000000005
5.88,4.653,19.531,3.1876999999999995
5.89,4.658,19.629,3.1922000000000006
5.9,4.668,19.678,3.2012
5.91,4.663,19.727,3.1967000000000008
5.92,4.688,19.873,3.2192
5.93,4.688,19.873,3.2192
5.94,4.688,19.922,3.2192
5.95,4.697,20.02,3.2273000000000005
5.96,4.707,20.117,3.2363
5.97,4.707,20.117,3.2363
5.98,4.727,20.264,3.2543000000000006
5.99,4.722,20.313,3.2498000000000005
6,4.736,20.361,3.2623999999999995
6.01,4.751,20.508,3.2759
6.02,4.746,20.508,3.2714000000000008
6.03,4.746,20.557,3.2714000000000008
6.04,4.766,20.654,3.2894000000000005
6.05,4.771,20.752,3.2939
6.06,4.766,20.703,3.2894000000000005
6.07,4.775,20.801,3.2975000000000003
6.08,4.785,20.85,3.3065000000000007
6.09,4.79,20.947,3.311
6.1,4.795,20.947,3.3155
6.11,4.814,21.045,3.3326000000000002
6.12,4.81,21.143,3.3289999999999997
6.13,4.819,21.143,3.3371000000000004
6.14,4.819,21.24,3.3371000000000004
6.15,4.839,21.387,3.3551
6.16,4.844,21.436,3.3596000000000004
6.17,4.849,21.484,3.3641000000000005
6.18,4.854,21.484,3.3686
6.19,4.863,21.582,3.3767000000000005
6.2,4.863,21.582,3.3767000000000005
6.21,4.873,21.777,3.3857
6.22,4.878,21.777,3.3902
6.23,4.888,21.826,3.3992000000000004
6.24,4.888,21.924,3.3992000000000004
6.25,4.912,22.021,3.4208
6.26,4.907,22.021,3.4163000000000006
6.27,4.917,22.07,3.4253
6.28,4.917,22.119,3.4253
6.29,4.922,22.217,3.4298
6.3,4.927,22.217,3.4342999999999995
6.31,4.941,22.363,3.4469000000000003
6.32,4.941,22.363,3.4469000000000003
6.33,4.956,22.461,3.460400000000001
6.34,4.956,22.461,3.460400000000001
6.35,4.976,22.607,3.4783999999999997
6.36,4.971,22.607,3.4739000000000004
6.37,4.976,22.705,3.4783999999999997
6.38,4.985,22.754,3.4865000000000004
6.39,5,22.852,3.5
6.4,5.005,22.9,3.5045
6.41,5.005,22.998,3.5045
6.42,5.005,22.998,3.5045
6.43,5.024,23.047,3.5216000000000003
6.44,5.015,23.096,3.5134999999999996
6.45,5.034,23.193,3.5305999999999997
6.46,5.034,23.242,3.5305999999999997
6.47,5.049,23.291,3.5441000000000003
6.48,5.049,23.389,3.5441000000000003
6.49,5.063,23.438,3.5567
6.5,5.063,23.486,3.5567
6.51,5.063,23.535,3.5567
6.52,5.073,23.584,3.5657000000000005
6.53,5.083,23.682,3.5747
6.54,5.098,23.779,3.5881999999999996
6.55,5.098,23.779,3.5881999999999996
6.56,5.107,23.877,3.5963000000000003
6.57,5.117,23.926,3.6052999999999997
6.58,5.117,23.975,3.6052999999999997
6.59,5.122,24.072,3.6098
6.6,5.137,24.121,3.6232999999999995
6.61,5.146,24.17,3.6314
6.62,5.142,24.17,3.6278000000000006
6.63,5.166,24.268,3.649400000000001
6.64,5.166,24.365,3.649400000000001
6.65,5.161,24.414,3.6449
6.66,5.176,24.463,3.6584000000000003
6.67,5.186,24.561,3.6673999999999998
6.68,5.19,24.561,3.6710000000000003
6.69,5.2,24.658,3.6800000000000006
6.7,5.2,24.707,3.6800000000000006
6.71,5.21,24.805,3.689
6.72,5.21,24.805,3.689
6.73,5.225,24.951,3.7024999999999997
6.74,5.225,24.951,3.7024999999999997
6.75,5.225,25,3.7024999999999997
6.76,5.249,25.098,3.7241
6.77,5.239,25.146,3.7150999999999996
6.78,5.264,25.195,3.7376000000000005
6.79,5.259,25.244,3.7331000000000003
6.8,5.269,25.293,3.7421000000000006
6.81,5.269,25.391,3.7421000000000006
6.82,5.278,25.439,3.7501999999999995
6.83,5.283,25.439,3.7547000000000006
6.84,5.308,25.586,3.7771999999999997
6.85,5.308,25.635,3.7771999999999997
6.86,5.303,25.635,3.7727000000000004
6.87,5.313,25.684,3.7817
6.88,5.317,25.732,3.7853000000000003
6.89,5.332,25.83,3.7988
6.9,5.332,25.83,3.7988
6.91,5.342,25.928,3.8077999999999994
6.92,5.342,25.977,3.8077999999999994
6.93,5.356,26.074,3.8204000000000002
6.94,5.361,26.123,3.8248999999999995
6.95,5.366,26.123,3.8293999999999997
6.96,5.376,26.221,3.8384
6.97,5.371,26.221,3.8339000000000008
6.98,5.396,26.367,3.8564
6.99,5.4,26.416,3.8600000000000003
7,5.396,26.465,3.8564
7.01,5.41,26.563,3.8690000000000007
7.02,5.405,26.563,3.8645000000000005
7.03,5.425,26.66,3.8825000000000003
7.04,5.43,26.709,3.8869999999999996
7.05,5.43,26.758,3.8869999999999996
7.06,5.439,26.807,3.8951000000000002
7.07,5.449,26.855,3.9040999999999997
7.08,5.449,26.904,3.9040999999999997
7.09,5.469,27.002,3.9221000000000004
7.1,5.469,27.1,3.9221000000000004
7.11,5.469,27.1,3.9221000000000004
7.12,5.474,27.1,3.9266000000000005
7.13,5.488,27.197,3.9392000000000005
7.14,5.488,27.197,3.9392000000000005
7.15,5.498,27.295,3.9482
7.16,5.498,27.295,3.9482
7.17,5.522,27.393,3.9698
7.18,5.518,27.49,3.9661999999999997
7.19,5.527,27.49,3.9743000000000004
7.2,5.537,27.539,3.9833
7.21,5.537,27.588,3.9833
7.22,5.547,27.637,3.9923
7.23,5.552,27.686,3.9967999999999995
7.24,5.562,27.783,4.005800000000001
7.25,5.566,27.881,4.0094
7.26,5.571,27.93,4.0139
7.27,5.576,27.979,4.0184
7.28,5.581,28.027,4.022900000000001
7.29,5.586,28.027,4.0274
7.3,5.601,28.125,4.0409
7.31,5.605,28.174,4.0445
7.32,5.615,28.271,4.0535000000000005
7.33,5.62,28.271,4.058
7.34,5.635,28.32,4.0715
7.35,5.625,28.369,4.0625
7.36,5.64,28.418,4.076
7.37,5.64,28.467,4.076
7.38,5.654,28.613,4.0886000000000005
7.39,5.659,28.613,4.0931
7.4,5.669,28.711,4.1021
7.41,5.674,28.711,4.1066
7.42,5.684,28.809,4.115600000000001
7.43,5.684,28.809,4.115600000000001
7.44,5.698,28.906,4.1282000000000005
7.45,5.698,28.906,4.1282000000000005
7.46,5.713,29.004,4.1417
7.47,5.713,29.004,4.1417
7.48,5.723,29.102,4.1507
7.49,5.728,29.102,4.1552
7.5,5.732,29.199,4.1588
7.51,5.742,29.248,4.1678
7.52,5.747,29.248,4.1723
7.53,5.747,29.297,4.1723
7.54,5.762,29.346,4.1857999999999995
7.55,5.767,29.443,4.190300000000001
7.56,5.776,29.443,4.1984
7.57,5.776,29.492,4.1984
7.58,5.786,29.639,4.2074
7.59,5.786,29.688,4.2074
7.6,5.801,29.736,4.2209
7.61,5.801,29.736,4.2209
7.62,5.82,29.834,4.238
7.63,5.82,29.883,4.238
7.64,5.835,29.883,4.2515
7.65,5.825,29.98,4.242500000000001
7.66,5.85,30.029,4.265
7.67,5.85,30.078,4.265
7.68,5.85,30.078,4.265
7.69,5.854,30.127,4.2686
7.7,5.874,30.176,4.2866
7.71,5.874,30.273,4.2866
7.72,5.879,30.322,4.2911
7.73,5.884,30.371,4.2956
7.74,5.898,30.42,4.3082
7.75,5.903,30.469,4.3126999999999995
7.76,5.918,30.518,4.3262
7.77,5.908,30.518,4.317200000000001
7.78,5.923,30.615,4.3307
7.79,5.923,30.615,4.3307
7.8,5.933,30.713,4.3397
7.81,5.942,30.762,4.3478
7.82,5.952,30.713,4.3568
7.83,5.947,30.811,4.3523000000000005
7.84,5.962,30.908,4.3658
7.85,5.957,30.908,4.3613
7.86,5.972,30.957,4.3748000000000005
7.87,5.977,31.006,4.379300000000001
7.88,5.981,31.006,4.3829
7.89,5.991,31.055,4.3919
7.9,5.996,31.152,4.396400000000001
7.91,6.006,31.201,4.4054
7.92,6.001,31.201,4.4009
7.93,6.025,31.25,4.4225
7.94,6.021,31.299,4.4189
7.95,6.03,31.348,4.4270000000000005
7.96,6.04,31.396,4.436
7.97,6.05,31.445,4.445
7.98,6.045,31.494,4.4405
7.99,6.06,31.543,4.454
8,6.06,31.592,4.454
8.01,6.074,31.641,4.4666
8.02,6.074,31.641,4.4666
8.03,6.089,31.689,4.4801
8.04,6.089,31.836,4.4801
8.05,6.099,31.836,4.4891000000000005
8.06,6.099,31.836,4.4891000000000005
8.07,6.118,31.934,4.506200000000001
8.08,6.113,31.934,4.5017000000000005
8.09,6.133,32.08,4.5197
8.1,6.128,32.08,4.5152
8.11,6.143,32.129,4.5287
8.12,6.143,32.129,4.5287
8.13,6.152,32.227,4.5368
8.14,6.157,32.275,4.541300000000001
8.15,6.162,32.275,4.5458
8.16,6.162,32.275,4.5458
8.17,6.177,32.373,4.5592999999999995
8.18,6.187,32.422,4.568300000000001
8.19,6.187,32.422,4.568300000000001
8.2,6.196,32.471,4.5764
8.21,6.206,32.471,4.585400000000001
8.22,6.206,32.568,4.585400000000001
8.23,6.221,32.617,4.5989
8.24,6.226,32.715,4.6034
8.25,6.235,32.764,4.6115
8.26,6.23,32.764,4.607
8.27,6.25,32.764,4.625
8.28,6.25,32.813,4.625
8.29,6.26,32.861,4.634
8.3,6.265,32.959,4.6385
8.31,6.27,33.057,4.643
8.32,6.279,33.008,4.6511000000000005
8.33,6.279,33.057,4.6511000000000005
8.34,6.289,33.057,4.6601
8.35,6.289,33.105,4.6601
8.36,6.309,33.154,4.678100000000001
8.37,6.313,33.203,4.6817
8.38,6.313,33.252,4.6817
8.39,6.323,33.301,4.6907000000000005
8.4,6.333,33.252,4.6997
8.41,6.338,33.398,4.7042
8.42,6.338,33.35,4.7042
8.43,6.353,33.447,4.7177
8.44,6.353,33.447,4.7177
8.45,6.372,33.496,4.7348
8.46,6.372,33.643,4.7348
8.47,6.382,33.643,4.7438
8.48,6.382,33.643,4.7438
8.49,6.387,33.691,4.7482999999999995
8.5,6.392,33.691,4.752800000000001
8.51,6.396,33.789,4.7564
8.52,6.411,33.838,4.7699
8.53,6.416,33.838,4.774400000000001
8.54,6.421,33.887,4.7789
8.55,6.431,33.936,4.7879000000000005
8.56,6.431,33.936,4.7879000000000005
8.57,6.445,34.033,4.8005
8.58,6.445,34.033,4.8005
8.59,6.455,34.131,4.8095
8.6,6.46,34.131,4.814
8.61,6.465,34.18,4.8185
8.62,6.47,34.229,4.8229999999999995
8.63,6.475,34.277,4.8275
8.64,6.479,34.277,4.8311
8.65,6.494,34.326,4.8446
8.66,6.499,34.375,4.8491
8.67,6.509,34.424,4.8581
8.68,6.509,34.473,4.8581
8.69,6.519,34.473,4.867100000000001
8.7,6.528,34.521,4.8751999999999995
8.71,6.538,34.57,4.884200000000001
8.72,6.548,34.57,4.8932
8.73,6.548,34.668,4.8932
8.74,6.553,34.668,4.8977
8.75,6.563,34.717,4.9067
8.76,6.567,34.766,4.9103
8.77,6.572,34.766,4.9148000000000005
8.78,6.577,34.814,4.9193
8.79,6.587,34.863,4.9283
8.8,6.592,34.912,4.932799999999999
8.81,6.602,34.912,4.941800000000001
8.82,6.606,34.961,4.9454
8.83,6.606,35.01,4.9454
8.84,6.616,35.01,4.9544
8.85,6.626,35.059,4.9634
8.86,6.631,35.107,4.9679
8.87,6.641,35.205,4.9769000000000005
8.88,6.65,35.205,4.985
8.89,6.66,35.254,4.994000000000001
8.9,6.665,35.303,4.9985
8.91,6.67,35.352,5.003
8.92,6.675,35.352,5.0075
8.93,6.675,35.4,5.0075
8.94,6.68,35.4,5.012
8.95,6.689,35.449,5.0201
8.96,6.699,35.498,5.0291
8.97,6.704,35.547,5.0336
8.98,6.714,35.596,5.0426
8.99,6.724,35.596,5.0516000000000005
9,6.719,35.645,5.0471
9.01,6.729,35.693,5.0561
9.02,6.738,35.645,5.0642000000000005
9.03,6.738,35.791,5.0642000000000005
9.04,6.753,35.791,5.0777
9.05,6.763,35.84,5.0867000000000004
9.06,6.763,35.84,5.0867000000000004
9.07,6.768,35.938,5.0912
9.08,6.772,35.986,5.0948
9.09,6.782,35.938,5.103800000000001
9.1,6.787,35.986,5.1083
9.11,6.787,35.986,5.1083
9.12,6.792,36.084,5.1128
9.13,6.792,36.084,5.1128
9.14,6.792,36.035,5.1128
9.15,6.792,36.035,5.1128
9.16,6.792,36.035,5.1128
9.17,6.792,36.084,5.1128
9.18,6.792,36.084,5.1128
9.19,6.787,36.133,5.1083
9.2,6.787,36.084,5.1083
9.21,6.782,36.133,5.103800000000001
9.22,6.782,36.133,5.103800000000001
9.23,6.787,36.133,5.1083
9.24,6.792,36.133,5.1128
9.25,6.787,36.182,5.1083
9.26,6.782,36.133,5.103800000000001
9.27,6.787,36.133,5.1083
9.28,6.787,36.133,5.1083
9.29,6.787,36.182,5.1083
9.3,6.787,36.182,5.1083
9.31,6.787,36.182,5.1083
9.32,6.782,36.182,5.103800000000001
9.33,6.787,36.182,5.1083
9.34,6.782,36.182,5.103800000000001
9.35,6.782,36.23,5.103800000000001
9.36,6.782,36.182,5.103800000000001
9.37,6.782,36.23,5.103800000000001
9.38,6.777,36.182,5.0993
9.39,6.777,36.23,5.0993
9.4,6.782,36.23,5.103800000000001
9.41,6.777,36.23,5.0993
9.42,6.782,36.23,5.103800000000001
9.43,6.777,36.23,5.0993
9.44,6.777,36.279,5.0993
9.45,6.782,36.23,5.103800000000001
9.46,6.787,36.23,5.1083
9.47,6.777,36.279,5.0993
9.48,6.777,36.23,5.0993
9.49,6.777,36.279,5.0993
9.5,6.772,36.279,5.0948
9.51,6.777,36.279,5.0993
9.52,6.777,36.279,5.0993
9.53,6.772,36.279,5.0948
9.54,6.777,36.279,5.0993
