u[V],p[V],s[mm],p[bar]
9.55,6.777,36.279,5.0993
9.56,6.777,36.328,5.0993
9.57,6.777,36.279,5.0993
9.58,6.777,36.279,5.0993
9.59,6.772,36.328,5.0948
9.6,6.777,36.279,5.0993
9.61,6.772,36.328,5.0948
9.62,6.772,36.328,5.0948
9.63,6.777,36.279,5.0993
9.64,6.772,36.279,5.0948
9.65,6.772,36.279,5.0948
9.66,6.768,36.328,5.0912
9.67,6.768,36.328,5.0912
9.68,6.768,36.328,5.0912
9.69,6.768,36.377,5.0912
9.7,6.772,36.328,5.0948
9.71,6.768,36.328,5.0912
9.72,6.772,36.279,5.0948
9.73,6.772,36.328,5.0948
9.74,6.768,36.328,5.0912
9.75,6.772,36.328,5.0948
9.76,6.772,36.328,5.0948
9.77,6.768,36.377,5.0912
9.78,6.772,36.328,5.0948
9.79,6.768,36.377,5.0912
9.8,6.772,36.377,5.0948
9.81,6.768,36.377,5.0912
9.82,6.768,36.377,5.0912
9.83,6.763,36.426,5.0867000000000004
9.84,6.763,36.328,5.0867000000000004
9.85,6.763,36.377,5.0867000000000004
9.86,6.768,36.377,5.0912
9.87,6.763,36.377,5.0867000000000004
9.88,6.763,36.377,5.0867000000000004
9.89,6.768,36.426,5.0912
9.9,6.763,36.377,5.0867000000000004
9.91,6.768,36.426,5.0912
9.92,6.768,36.426,5.0912
9.93,6.763,36.377,5.0867000000000004
9.94,6.768,36.377,5.0912
9.95,6.763,36.377,5.0867000000000004
9.96,6.763,36.426,5.0867000000000004
9.97,6.763,36.377,5.0867000000000004
9.98,6.763,36.377,5.0867000000000004
9.99,6.768,36.377,5.0912
10,6.758,36.426,5.0822
10.01,6.758,36.426,5.0822
10,6.758,36.426,5.0822
9.99,6.758,36.426,5.0822
9.98,6.758,36.426,5.0822
9.97,6.758,36.426,5.0822
9.96,6.758,36.377,5.0822
9.95,6.763,36.426,5.0867000000000004
9.94,6.758,36.475,5.0822
9.93,6.758,36.426,5.0822
9.92,6.763,36.426,5.0867000000000004
9.91,6.758,36.426,5.0822
9.9,6.758,36.426,5.0822
9.89,6.758,36.426,5.0822
9.88,6.763,36.426,5.0867000000000004
9.87,6.758,36.475,5.0822
9.86,6.758,36.426,5.0822
9.85,6.748,36.475,5.0732
9.84,6.748,36.475,5.0732
9.83,6.753,36.426,5.0777
9.82,6.753,36.426,5.0777
9.81,6.758,36.475,5.0822
9.8,6.753,36.475,5.0777
9.79,6.758,36.475,5.0822
9.78,6.753,36.475,5.0777
9.77,6.758,36.475,5.0822
9.76,6.758,36.475,5.0822
9.75,6.753,36.475,5.0777
9.74,6.758,36.475,5.0822
9.73,6.758,36.475,5.0822
9.72,6.748,36.475,5.0732
9.71,6.753,36.475,5.0777
9.7,6.748,36.475,5.0732
9.69,6.748,36.523,5.0732
9.68,6.748,36.475,5.0732
9.67,6.748,36.475,5.0732
9.66,6.748,36.475,5.0732
9.65,6.748,36.475,5.0732
9.64,6.748,36.475,5.0732
9.63,6.748,36.475,5.0732
9.62,6.748,36.475,5.0732
9.61,6.748,36.523,5.0732
9.6,6.748,36.475,5.0732
9.59,6.748,36.475,5.0732
9.58,6.748,36.475,5.0732
9.57,6.743,36.523,5.068700000000001
9.56,6.748,36.523,5.0732
9.55,6.748,36.523,5.0732
9.54,6.748,36.475,5.0732
9.53,6.753,36.523,5.0777
9.52,6.743,36.475,5.068700000000001
9.51,6.743,36.475,5.068700000000001
9.5,6.743,36.475,5.068700000000001
9.49,6.743,36.523,5.068700000000001
9.48,6.743,36.475,5.068700000000001
9.47,6.738,36.475,5.0642000000000005
9.46,6.743,36.523,5.068700000000001
9.45,6.748,36.523,5.0732
9.44,6.743,36.523,5.068700000000001
9.43,6.743,36.475,5.068700000000001
9.42,6.743,36.475,5.068700000000001
9.41,6.743,36.523,5.068700000000001
9.4,6.743,36.523,5.068700000000001
9.39,6.743,36.475,5.068700000000001
9.38,6.738,36.523,5.0642000000000005
9.37,6.743,36.523,5.068700000000001
9.36,6.743,36.523,5.068700000000001
9.35,6.738,36.523,5.0642000000000005
9.34,6.743,36.523,5.068700000000001
9.33,6.743,36.523,5.068700000000001
9.32,6.738,36.523,5.0642000000000005
9.31,6.738,36.523,5.0642000000000005
9.3,6.738,36.523,5.0642000000000005
9.29,6.738,36.572,5.0642000000000005
9.28,6.738,36.523,5.0642000000000005
9.27,6.738,36.523,5.0642000000000005
9.26,6.738,36.523,5.0642000000000005
9.25,6.733,36.523,5.059699999999999
9.24,6.733,36.523,5.059699999999999
9.23,6.733,36.523,5.059699999999999
9.22,6.729,36.523,5.0561
9.21,6.729,36.523,5.0561
9.2,6.733,36.523,5.059699999999999
9.19,6.733,36.523,5.059699999999999
9.18,6.729,36.523,5.0561
9.17,6.729,36.523,5.0561
9.16,6.729,36.523,5.0561
9.15,6.733,36.523,5.059699999999999
9.14,6.733,36.572,5.059699999999999
9.13,6.733,36.523,5.059699999999999
9.12,6.733,36.572,5.059699999999999
9.11,6.733,36.572,5.059699999999999
9.1,6.733,36.572,5.059699999999999
9.09,6.733,36.523,5.059699999999999
9.08,6.729,36.572,5.0561
9.07,6.733,36.572,5.059699999999999
9.06,6.724,36.572,5.0516000000000005
9.05,6.729,36.572,5.0561
9.04,6.729,36.523,5.0561
9.03,6.724,36.523,5.0516000000000005
9.02,6.729,36.572,5.0561
9.01,6.729,36.572,5.0561
9,6.724,36.523,5.0516000000000005
8.99,6.724,36.523,5.0516000000000005
8.98,6.729,36.572,5.0561
8.97,6.733,36.572,5.059699999999999
8.96,6.729,36.572,5.0561
8.95,6.729,36.572,5.0561
8.94,6.724,36.572,5.0516000000000005
8.93,6.729,36.572,5.0561
8.92,6.729,36.621,5.0561
8.91,6.729,36.572,5.0561
8.9,6.724,36.572,5.0516000000000005
8.89,6.719,36.572,5.0471
8.88,6.714,36.572,5.0426
8.87,6.714,36.572,5.0426
8.86,6.699,36.572,5.0291
8.85,6.694,36.572,5.0246
8.84,6.685,36.621,5.0165
8.83,6.685,36.572,5.0165
8.82,6.67,36.572,5.003
8.81,6.675,36.572,5.0075
8.8,6.655,36.572,4.9895000000000005
8.79,6.655,36.572,4.9895000000000005
8.78,6.646,36.572,4.9814
8.77,6.646,36.572,4.9814
8.76,6.636,36.572,4.9724
8.75,6.631,36.572,4.9679
8.74,6.621,36.523,4.958900000000001
8.73,6.621,36.523,4.958900000000001
8.72,6.611,36.523,4.9498999999999995
8.71,6.606,36.523,4.9454
8.7,6.597,36.475,4.9373000000000005
8.69,6.597,36.475,4.9373000000000005
8.68,6.582,36.475,4.9238
8.67,6.582,36.426,4.9238
8.66,6.572,36.475,4.9148000000000005
8.65,6.563,36.426,4.9067
8.64,6.548,36.328,4.8932
8.63,6.548,36.328,4.8932
8.62,6.538,36.328,4.884200000000001
8.61,6.538,36.328,4.884200000000001
8.6,6.519,36.328,4.867100000000001
8.59,6.519,36.23,4.867100000000001
8.58,6.509,36.23,4.8581
8.57,6.504,36.23,4.8536
8.56,6.499,36.182,4.8491
8.55,6.494,36.182,4.8446
8.54,6.484,36.182,4.8356
8.53,6.484,36.133,4.8356
8.52,6.47,36.133,4.8229999999999995
8.51,6.47,36.084,4.8229999999999995
8.5,6.455,36.084,4.8095
8.49,6.455,36.084,4.8095
8.48,6.445,36.035,4.8005
8.47,6.45,35.986,4.805000000000001
8.46,6.436,35.938,4.7924
8.45,6.436,35.986,4.7924
8.44,6.416,35.938,4.774400000000001
8.43,6.416,35.889,4.774400000000001
8.42,6.401,35.889,4.7609
8.41,6.401,35.889,4.7609
8.4,6.396,35.84,4.7564
8.39,6.396,35.84,4.7564
8.38,6.382,35.791,4.7438
8.37,6.377,35.84,4.7393
8.36,6.362,35.791,4.7258000000000004
8.35,6.362,35.791,4.7258000000000004
8.34,6.357,35.693,4.7213
8.33,6.357,35.693,4.7213
8.32,6.343,35.645,4.7087
8.31,6.343,35.645,4.7087
8.3,6.328,35.596,4.695200000000001
8.29,6.328,35.596,4.695200000000001
8.28,6.309,35.547,4.678100000000001
8.27,6.309,35.547,4.678100000000001
8.26,6.299,35.498,4.6691
8.25,6.299,35.498,4.6691
8.24,6.294,35.498,4.6646
8.23,6.289,35.449,4.6601
8.22,6.265,35.4,4.6385
8.21,6.27,35.4,4.643
8.2,6.26,35.352,4.634
8.19,6.26,35.352,4.634
8.18,6.25,35.303,4.625
8.17,6.25,35.303,4.625
8.16,6.235,35.254,4.6115
8.15,6.23,35.303,4.607
8.14,6.221,35.205,4.5989
8.13,6.221,35.205,4.5989
8.12,6.211,35.156,4.5899
8.11,6.206,35.156,4.585400000000001
8.1,6.191,35.107,4.5719
8.09,6.196,35.107,4.5764
8.08,6.187,35.01,4.568300000000001
8.07,6.182,35.01,4.5638000000000005
8.06,6.162,35.01,4.5458
8.05,6.162,34.961,4.5458
8.04,6.147,34.961,4.5323
8.03,6.152,34.912,4.5368
8.02,6.138,34.912,4.5242000000000004
8.01,6.138,34.814,4.5242000000000004
8,6.123,34.863,4.5107
7.99,6.123,34.814,4.5107
7.98,6.113,34.766,4.5017000000000005
7.97,6.113,34.717,4.5017000000000005
7.96,6.104,34.717,4.4936
7.95,6.099,34.668,4.4891000000000005
7.94,6.089,34.668,4.4801
7.93,6.084,34.619,4.4756
7.92,6.069,34.619,4.4621
7.91,6.074,34.619,4.4666
7.9,6.064,34.521,4.4576
7.89,6.06,34.521,4.454
7.88,6.045,34.473,4.4405
7.87,6.045,34.521,4.4405
7.86,6.035,34.424,4.431500000000001
7.85,6.04,34.424,4.436
7.84,6.025,34.375,4.4225
7.83,6.021,34.375,4.4189
7.82,6.011,34.326,4.4099
7.81,6.001,34.326,4.4009
7.8,5.991,34.277,4.3919
7.79,5.991,34.277,4.3919
7.78,5.981,34.18,4.3829
7.77,5.972,34.229,4.3748000000000005
7.76,5.967,34.131,4.370299999999999
7.75,5.967,34.131,4.370299999999999
7.74,5.952,34.082,4.3568
7.73,5.957,34.033,4.3613
7.72,5.942,33.984,4.3478
7.71,5.933,33.936,4.3397
7.7,5.928,33.984,4.3352
7.69,5.928,33.887,4.3352
7.68,5.908,33.887,4.317200000000001
7.67,5.913,33.887,4.321700000000001
7.66,5.898,33.838,4.3082
7.65,5.894,33.838,4.304600000000001
7.64,5.889,33.74,4.3001000000000005
7.63,5.884,33.74,4.2956
7.62,5.869,33.691,4.2821
7.61,5.874,33.691,4.2866
7.6,5.854,33.643,4.2686
7.59,5.85,33.594,4.265
7.58,5.845,33.545,4.2604999999999995
7.57,5.845,33.545,4.2604999999999995
7.56,5.835,33.496,4.2515
7.55,5.825,33.496,4.242500000000001
7.54,5.815,33.447,4.2335
7.53,5.811,33.398,4.2299
7.52,5.806,33.35,4.2254000000000005
7.51,5.801,33.35,4.2209
7.5,5.791,33.301,4.211900000000001
7.49,5.791,33.301,4.211900000000001
7.48,5.771,33.203,4.1939
7.47,5.776,33.203,4.1984
7.46,5.757,33.154,4.1813
7.45,5.762,33.154,4.1857999999999995
7.44,5.757,33.105,4.1813
7.43,5.747,33.057,4.1723
7.42,5.742,33.008,4.1678
7.41,5.737,33.008,4.1633000000000004
7.4,5.723,33.008,4.1507
7.39,5.723,32.91,4.1507
7.38,5.713,32.91,4.1417
7.37,5.713,32.861,4.1417
7.36,5.693,32.813,4.1236999999999995
7.35,5.693,32.813,4.1236999999999995
7.34,5.684,32.715,4.115600000000001
7.33,5.684,32.715,4.115600000000001
7.32,5.664,32.715,4.0976
7.31,5.664,32.666,4.0976
7.3,5.659,32.568,4.0931
7.29,5.659,32.568,4.0931
7.28,5.645,32.568,4.0805
7.27,5.64,32.52,4.076
7.26,5.625,32.422,4.0625
7.25,5.63,32.422,4.067
7.24,5.62,32.373,4.058
7.23,5.62,32.422,4.058
7.22,5.61,32.275,4.049
7.21,5.605,32.324,4.0445
7.2,5.596,32.275,4.0364
7.19,5.591,32.227,4.0319
7.18,5.576,32.178,4.0184
7.17,5.566,32.129,4.0094
7.16,5.566,32.08,4.0094
7.15,5.557,32.08,4.0013000000000005
7.14,5.547,31.982,3.9923
7.13,5.552,32.031,3.9967999999999995
7.12,5.537,31.934,3.9833
7.11,5.537,31.885,3.9833
7.1,5.522,31.885,3.9698
7.09,5.522,31.836,3.9698
7.08,5.508,31.787,3.9572000000000003
7.07,5.508,31.738,3.9572000000000003
7.06,5.498,31.689,3.9482
7.05,5.498,31.738,3.9482
7.04,5.479,31.689,3.9311
7.03,5.483,31.641,3.9346999999999994
7.02,5.474,31.592,3.9266000000000005
7.01,5.474,31.543,3.9266000000000005
7,5.449,31.494,3.9040999999999997
6.99,5.449,31.494,3.9040999999999997
6.98,5.444,31.396,3.8996000000000004
6.97,5.435,31.348,3.8914999999999997
6.96,5.43,31.299,3.8869999999999996
6.95,5.42,31.299,3.878
6.94,5.42,31.25,3.878
6.93,5.41,31.201,3.8690000000000007
6.92,5.4,31.152,3.8600000000000003
6.91,5.405,31.104,3.8645000000000005
6.9,5.386,31.104,3.8474000000000004
6.89,5.381,31.006,3.8429
6.88,5.376,31.006,3.8384
6.87,5.371,30.957,3.8339000000000008
6.86,5.361,30.908,3.8248999999999995
6.85,5.361,30.908,3.8248999999999995
6.84,5.352,30.811,3.8168000000000006
6.83,5.347,30.762,3.8123000000000005
6.82,5.337,30.762,3.8033
6.81,5.337,30.762,3.8033
6.8,5.327,30.664,3.7943
6.79,5.327,30.713,3.7943
6.78,5.317,30.615,3.7853000000000003
6.77,5.303,30.615,3.7727000000000004
6.76,5.293,30.469,3.7637
6.75,5.298,30.469,3.7682
6.74,5.283,30.42,3.7547000000000006
6.73,5.283,30.371,3.7547000000000006
6.72,5.273,30.371,3.7457000000000003
6.71,5.269,30.322,3.7421000000000006
6.7,5.254,30.273,3.7286
6.69,5.254,30.176,3.7286
6.68,5.244,30.176,3.7196
6.67,5.244,30.176,3.7196
6.66,5.239,30.078,3.7150999999999996
6.65,5.234,30.078,3.7106000000000003
6.64,5.215,29.98,3.6935000000000002
6.63,5.22,29.98,3.6979999999999995
6.62,5.21,29.932,3.689
6.61,5.2,29.883,3.6800000000000006
6.6,5.195,29.834,3.6755000000000004
6.59,5.195,29.785,3.6755000000000004
6.58,5.186,29.785,3.6673999999999998
6.57,5.171,29.736,3.6539
6.56,5.161,29.639,3.6449
6.55,5.161,29.639,3.6449
6.54,5.146,29.59,3.6314
6.53,5.151,29.541,3.6359000000000004
6.52,5.132,29.492,3.6188000000000002
6.51,5.137,29.443,3.6232999999999995
6.5,5.122,29.346,3.6098
6.49,5.112,29.346,3.6008000000000004
6.48,5.112,29.297,3.6008000000000004
6.47,5.103,29.248,3.5927
6.46,5.093,29.199,3.5837000000000003
6.45,5.093,29.199,3.5837000000000003
6.44,5.083,29.102,3.5747
6.43,5.083,29.102,3.5747
6.42,5.068,29.004,3.5611999999999995
6.41,5.063,29.004,3.5567
6.4,5.054,28.955,3.5486000000000004
6.39,5.054,28.906,3.5486000000000004
6.38,5.039,28.857,3.5351
6.37,5.044,28.809,3.5396
6.36,5.029,28.711,3.5261000000000005
6.35,5.024,28.711,3.5216000000000003
6.34,5.015,28.613,3.5134999999999996
6.33,5.015,28.613,3.5134999999999996
6.32,5.01,28.564,3.5090000000000003
6.31,5,28.516,3.5
6.3,4.99,28.467,3.4910000000000005
6.29,4.99,28.418,3.4910000000000005
6.28,4.976,28.369,3.4783999999999997
6.27,4.976,28.32,3.4783999999999997
6.26,4.966,28.271,3.4694000000000003
6.25,4.966,28.271,3.4694000000000003
6.24,4.946,28.174,3.4513999999999996
6.23,4.951,28.174,3.4558999999999997
6.22,4.941,28.076,3.4469000000000003
6.21,4.937,28.076,3.4433000000000007
6.2,4.927,27.979,3.4342999999999995
6.19,4.917,27.979,3.4253
6.18,4.917,27.881,3.4253
6.17,4.907,27.832,3.4163000000000006
6.16,4.897,27.832,3.4073
6.15,4.893,27.783,3.4036999999999997
6.14,4.883,27.637,3.3947000000000003
6.13,4.883,27.637,3.3947000000000003
6.12,4.873,27.588,3.3857
6.11,4.863,27.539,3.3767000000000005
6.1,4.858,27.49,3.3721999999999994
6.09,4.854,27.49,3.3686
6.08,4.844,27.393,3.3596000000000004
6.07,4.844,27.393,3.3596000000000004
6.06,4.829,27.295,3.3461
6.05,4.829,27.295,3.3461
6.04,4.819,27.246,3.3371000000000004
6.03,4.814,27.197,3.3326000000000002
6.02,4.81,27.1,3.3289999999999997
6.01,4.805,27.1,3.3244999999999996
6,4.79,27.002,3.311
5.99,4.79,26.953,3.311
5.98,4.78,26.904,3.3020000000000005
5.97,4.771,26.855,3.2939
5.96,4.766,26.855,3.2894000000000005
5.95,4.766,26.758,3.2894000000000005
5.94,4.751,26.66,3.2759
5.93,4.741,26.611,3.2668999999999997
5.92,4.731,26.563,3.2579000000000002
5.91,4.731,26.514,3.2579000000000002
5.9,4.722,26.465,3.2498000000000005
5.89,4.722,26.416,3.2498000000000005
5.88,4.702,26.367,3.2318
5.87,4.702,26.318,3.2318
5.86,4.697,26.27,3.2273000000000005
5.85,4.692,26.221,3.2228000000000003
5.84,4.678,26.172,3.2102000000000004
5.83,4.683,26.074,3.2146999999999997
5.82,4.668,26.074,3.2012
5.81,4.663,26.025,3.1967000000000008
5.8,4.658,25.928,3.1922000000000006
5.79,4.648,25.879,3.1832000000000003
5.78,4.644,25.879,3.1796000000000006
5.77,4.644,25.83,3.1796000000000006
5.76,4.634,25.781,3.1706000000000003
5.75,4.619,25.684,3.1571
5.74,4.624,25.635,3.1616
5.73,4.614,25.635,3.1525999999999996
5.72,4.609,25.488,3.1481000000000003
5.71,4.59,25.439,3.1310000000000002
5.7,4.595,25.391,3.1354999999999995
5.69,4.585,25.391,3.1265
5.68,4.58,25.293,3.122
5.67,4.575,25.244,3.1175000000000006
5.66,4.565,25.195,3.1085000000000003
5.65,4.561,25.146,3.1048999999999998
5.64,4.551,25.049,3.0959000000000003
5.63,4.551,25,3.0959000000000003
5.62,4.536,24.951,3.0824
5.61,4.536,24.951,3.0824
5.6,4.521,24.854,3.0689
5.59,4.517,24.854,3.0653000000000006
5.58,4.507,24.756,3.0563000000000002
5.57,4.512,24.756,3.0607999999999995
5.56,4.497,24.658,3.0473
5.55,4.497,24.609,3.0473
5.54,4.478,24.512,3.0302
5.53,4.482,24.463,3.0338000000000003
5.52,4.468,24.414,3.0212000000000003
5.51,4.463,24.316,3.0167
5.5,4.453,24.268,3.0077000000000007
5.49,4.448,24.219,3.0032000000000005
5.48,4.434,24.219,2.9906
5.47,4.438,24.072,2.9941999999999998
5.46,4.419,24.072,2.9770999999999996
5.45,4.424,24.023,2.9816000000000003
5.44,4.414,23.926,2.9726
5.43,4.414,23.926,2.9726
5.42,4.409,23.877,2.9680999999999997
5.41,4.404,23.779,2.9636
5.4,4.39,23.73,2.9509999999999996
5.39,4.38,23.682,2.942
5.38,4.38,23.633,2.942
5.37,4.375,23.584,2.9375
5.36,4.365,23.535,2.9285
5.35,4.355,23.438,2.9195000000000007
5.34,4.351,23.389,2.9159
5.33,4.341,23.34,2.9069000000000003
5.32,4.341,23.291,2.9069000000000003
5.31,4.326,23.193,2.8933999999999997
5.3,4.316,23.145,2.8844
5.29,4.316,23.096,2.8844
5.28,4.307,22.998,2.8763000000000005
5.27,4.297,22.949,2.8672999999999997
5.26,4.297,22.9,2.8672999999999997
5.25,4.292,22.803,2.8628
5.24,4.287,22.754,2.8583
5.23,4.277,22.705,2.8493000000000004
5.22,4.272,22.656,2.8448
5.21,4.263,22.607,2.8367
5.2,4.253,22.559,2.8277
5.19,4.253,22.559,2.8277
5.18,4.238,22.461,2.8142000000000005
5.17,4.238,22.412,2.8142000000000005
5.16,4.233,22.314,2.8097
5.15,4.229,22.217,2.8061000000000003
5.14,4.214,22.217,2.7926000000000006
5.13,4.209,22.119,2.7880999999999996
5.12,4.199,22.07,2.7791
5.11,4.189,22.021,2.7701000000000002
5.1,4.189,22.021,2.7701000000000002
5.09,4.185,21.924,2.7664999999999997
5.08,4.17,21.826,2.753
5.07,4.165,21.826,2.7485
5.06,4.16,21.68,2.744
5.05,4.155,21.631,2.7395000000000005
5.04,4.155,21.582,2.7395000000000005
5.03,4.146,21.484,2.7314
5.02,4.131,21.436,2.7179
5.01,4.131,21.387,2.7179
5,4.131,21.24,2.7179
4.99,4.116,21.24,2.7043999999999997
4.98,4.106,21.24,2.6954
4.97,4.102,21.143,2.6918
4.96,4.092,21.045,2.6828
4.95,4.087,20.996,2.6782999999999997
4.94,4.082,20.996,2.6738
4.93,4.077,20.898,2.6693000000000002
4.92,4.067,20.85,2.6603000000000003
4.91,4.063,20.801,2.6567
4.9,4.058,20.703,2.6522
4.89,4.043,20.605,2.6387
4.88,4.043,20.557,2.6387
4.87,4.028,20.459,2.6251999999999995
4.86,4.028,20.41,2.6251999999999995
4.85,4.019,20.361,2.6171
4.84,4.014,20.313,2.6126000000000005
4.83,4.014,20.215,2.6126000000000005
4.82,4.009,20.166,2.6081000000000003
4.81,3.999,20.166,2.5991
4.8,3.989,20.068,2.5901
4.79,3.979,19.971,2.5811
4.78,3.97,19.922,2.5730000000000004
4.77,3.975,19.824,2.5775
4.76,3.955,19.775,2.5595000000000003
4.75,3.96,19.727,2.564
4.74,3.95,19.629,2.555
4.73,3.945,19.58,2.5505
4.72,3.936,19.531,2.5424
4.71,3.931,19.531,2.5379
4.7,3.926,19.434,2.5334000000000003
4.69,3.921,19.287,2.5288999999999997
4.68,3.901,19.287,2.5109
4.67,3.906,19.189,2.5154
4.66,3.896,19.141,2.5064
4.65,3.892,19.092,2.5028
4.64,3.882,19.043,2.4938000000000002
4.63,3.877,18.896,2.4893
4.62,3.872,18.848,2.4848
4.61,3.862,18.75,2.4758
4.6,3.857,18.701,2.4713000000000003
4.59,3.857,18.652,2.4713000000000003
4.58,3.843,18.604,2.4587
4.57,3.838,18.506,2.4542
4.56,3.828,18.506,2.4452
4.55,3.828,18.457,2.4452
4.54,3.818,18.359,2.4362
4.53,3.809,18.311,2.4281
4.52,3.799,18.262,2.4191
4.51,3.799,18.164,2.4191
4.5,3.789,18.115,2.4101000000000004
4.49,3.789,18.066,2.4101000000000004
4.48,3.779,18.018,2.4011
4.47,3.774,17.92,2.3966000000000003
4.46,3.765,17.871,2.3885
4.45,3.755,17.822,2.3795
4.44,3.75,17.676,2.375
4.43,3.74,17.627,2.366
4.42,3.735,17.627,2.3615
4.41,3.726,17.529,2.3534
4.4,3.721,17.48,2.3489
4.39,3.706,17.383,2.3354
4.38,3.701,17.334,2.3309
4.37,3.696,17.285,2.3264
4.36,3.691,17.236,2.3219
4.35,3.687,17.139,2.3183
4.34,3.677,17.139,2.3093
4.33,3.677,17.09,2.3093
4.32,3.667,16.992,2.3003
4.31,3.662,16.895,2.2958
4.3,3.657,16.846,2.2913
4.29,3.643,16.748,2.2786999999999997
4.28,3.638,16.748,2.2742
4.27,3.628,16.602,2.2652
4.26,3.633,16.602,2.2697000000000003
4.25,3.618,16.504,2.2561999999999998
4.24,3.613,16.455,2.2517
4.23,3.604,16.406,2.2436000000000003
4.22,3.599,16.357,2.2391
4.21,3.599,16.26,2.2391
4.2,3.589,16.211,2.2301
4.19,3.584,16.064,2.2256
4.18,3.574,16.016,2.2166
4.17,3.569,15.918,2.2121
4.16,3.56,15.869,2.204
4.15,3.555,15.82,2.1995
4.14,3.545,15.771,2.1905
4.13,3.54,15.723,2.186
4.12,3.54,15.674,2.186
4.11,3.53,15.625,2.177
4.1,3.521,15.527,2.1689
4.09,3.516,15.479,2.1644
4.08,3.511,15.43,2.1599000000000004
4.07,3.506,15.381,2.1553999999999998
4.06,3.486,15.283,2.1374000000000004
4.05,3.491,15.234,2.1419
4.04,3.477,15.186,2.1292999999999997
4.03,3.477,15.088,2.1292999999999997
4.02,3.467,15.039,2.1203000000000003
4.01,3.462,14.941,2.1158
4,3.457,14.941,2.1113
3.99,3.452,14.795,2.1068000000000002
3.98,3.447,14.746,2.1023
3.97,3.433,14.746,2.0897
3.96,3.428,14.648,2.0852
3.95,3.428,14.648,2.0852
3.94,3.418,14.551,2.0762
3.93,3.403,14.502,2.0627
3.92,3.403,14.404,2.0627
3.91,3.394,14.404,2.0546
3.9,3.389,14.307,2.0501
3.89,3.384,14.258,2.0456
3.88,3.374,14.16,2.0366
3.87,3.369,14.16,2.0321000000000002
3.86,3.364,14.063,2.0276
3.85,3.35,14.014,2.015
3.84,3.35,14.014,2.015
3.83,3.345,13.965,2.0105000000000004
3.82,3.34,13.867,2.006
3.81,3.325,13.721,1.9925000000000002
3.8,3.32,13.672,1.988
3.79,3.315,13.623,1.9834999999999998
3.78,3.311,13.574,1.9799000000000002
3.77,3.301,13.477,1.9709000000000003
3.76,3.296,13.428,1.9663999999999997
3.75,3.286,13.379,1.9574000000000003
3.74,3.286,13.33,1.9574000000000003
3.73,3.276,13.281,1.9484
3.72,3.271,13.232,1.9439000000000002
3.71,3.262,13.086,1.9358
3.7,3.257,13.037,1.9313000000000002
3.69,3.247,12.988,1.9223
3.68,3.242,12.939,1.9178000000000002
3.67,3.232,12.891,1.9088000000000003
3.66,3.232,12.842,1.9088000000000003
3.65,3.223,12.793,1.9007
3.64,3.213,12.695,1.8917000000000002
3.63,3.213,12.646,1.8917000000000002
3.62,3.203,12.598,1.8826999999999998
3.61,3.198,12.549,1.8782
3.6,3.184,12.5,1.8656000000000001
3.59,3.184,12.402,1.8656000000000001
3.58,3.179,12.402,1.8611
3.57,3.169,12.305,1.8521
3.56,3.164,12.256,1.8476000000000004
3.55,3.154,12.256,1.8386
3.54,3.149,12.158,1.8341000000000003
3.53,3.145,12.109,1.8305000000000002
3.52,3.145,12.061,1.8305000000000002
3.51,3.13,12.012,1.8170000000000002
3.5,3.13,11.963,1.8170000000000002
3.49,3.12,11.914,1.8080000000000003
3.48,3.105,11.865,1.7945000000000002
3.47,3.101,11.816,1.7909000000000002
3.46,3.101,11.719,1.7909000000000002
3.45,3.086,11.67,1.7774
3.44,3.086,11.621,1.7774
3.43,3.071,11.572,1.7639
3.42,3.071,11.523,1.7639
3.41,3.052,11.475,1.7468
3.4,3.057,11.377,1.7513
3.39,3.047,11.279,1.7423000000000002
3.38,3.042,11.279,1.7378
3.37,3.027,11.182,1.7243000000000004
3.36,3.032,11.23,1.7288000000000001
3.35,3.022,11.182,1.7197999999999998
3.34,3.018,11.084,1.7161999999999997
3.33,3.003,11.035,1.7027
3.32,2.998,11.035,1.6982000000000004
3.31,2.993,10.986,1.6936999999999998
3.3,2.993,10.889,1.6936999999999998
3.29,2.988,10.791,1.6892
3.28,2.974,10.791,1.6766
3.27,2.964,10.742,1.6676000000000002
3.26,2.959,10.693,1.6631
3.25,2.959,10.645,1.6631
3.24,2.949,10.596,1.6541000000000001
3.23,2.944,10.547,1.6496
3.22,2.93,10.498,1.637
3.21,2.935,10.449,1.6415000000000002
3.2,2.92,10.352,1.6280000000000001
3.19,2.915,10.352,1.6235
3.18,2.91,10.352,1.6190000000000002
3.17,2.905,10.303,1.6145
3.16,2.896,10.205,1.6063999999999998
3.15,2.886,10.156,1.5974000000000004
3.14,2.881,10.059,1.5928999999999998
3.13,2.876,10.01,1.5884
3.12,2.866,10.01,1.5794000000000001
3.11,2.861,9.961,1.5749000000000004
3.1,2.856,9.912,1.5703999999999998
3.09,2.852,9.863,1.5667999999999997
3.08,2.847,9.863,1.5623
3.07,2.842,9.766,1.5578000000000003
3.06,2.827,9.717,1.5443000000000002
3.05,2.827,9.717,1.5443000000000002
3.04,2.822,9.619,1.5398
3.03,2.817,9.619,1.5353000000000003
3.02,2.798,9.521,1.5182000000000002
3.01,2.803,9.473,1.5227
3,2.778,9.424,1.5002
2.99,2.783,9.326,1.5047000000000001
2.98,2.773,9.277,1.4957000000000003
2.97,2.778,9.277,1.5002
